tile,dither,fiber,fiber_ra,fiber_dec,objID,GroupID,Separation
SW,D2,67,260.599625,32.1255,587729233059644498,,1.0834278975634226
SW,D2,120,260.5878333333333,32.1185,587729233059644500,,1.5313727859661255
SW,D2,158,260.60904166666666,32.11513888888889,587729233059643746,,0.7736372771925819
SW,D2,203,260.61266666666666,32.11002777777778,587729233059644307,5,1.6708898720744125
SW,D3,4,260.5890416666667,32.13180555555556,587729233059644475,3,1.2357521758835872
SW,D3,28,260.61150000000004,32.13005555555556,587729233059644246,,1.7233467352232568
SW,D3,57,260.6114583333333,32.12663888888889,587729233059644229,,1.561523980118814
SW,D3,71,260.61033333333336,32.124916666666664,587729233059644237,,1.265081205656069
SW,D3,88,260.5819583333334,32.12138888888889,587729233059644217,,1.0615410109975663
SW,D3,174,260.6139166666667,32.11280555555556,587729233059645306,7,1.1551851363123191
SW,D3,182,260.5985833333333,32.11116666666667,587729233059644285,,1.9321155668006214
SW,D3,201,260.60920833333336,32.10941666666667,587729233059644308,,0.9845649283849371
SW,D3,220,260.58562500000005,32.10588888888889,587729233059644523,,0.6118600410538192
