objID,ra,dec,Photoz,Photoz_err
587726033335485227,210.24510335,2.88538449,0.249799,0.052978
587726033335550241,210.25592986,2.86166937,0.248877,0.037915
587726033335550242,210.25495006,2.86267033,0.275265,0.021802
587726033335550247,210.2579002,2.86459103,0.194314,0.032348
587726033335550261,210.27824913,2.87213372,0.255944,0.023532
587726033335550351,210.27399815,2.88170823,0.218183,0.019006
587726033335550555,210.27318027,2.87499472,0.185382,0.014458
587726016155877513,210.26640512,2.92607322,0.083415,0.085221
587726016155877642,210.23613313,2.91045469,0.153772,0.042291
587726016155877644,210.23445088,2.91073032,0.151521,0.029627
587726016155877759,210.23723457,2.91590254,0.249391,0.071684
587726016155877784,210.26491995,2.91305784,0.230393,0.027015
587726016155877785,210.26679901,2.91177407,0.202654,0.017427
587726016155877789,210.27278041,2.92347719,0.242598,0.012139
587726016155877879,210.24432076,2.91969608,0.180736,0.083664
587726016155877880,210.24248567,2.91987536,0.03939,0.019657
587726016155878258,210.21997794,2.89708266,0.207748,0.023277
587726016155878270,210.22907904,2.91262783,0.308533,0.07688
587726016155878271,210.22515501,2.90714364,0.23015,0.013364
587726016155878275,210.22550302,2.90248556,0.023453,0.012047
587726016155878384,210.24748922,2.918292,0.274467,0.085
587726016155878493,210.27491446,2.91276365,0.305834,0.023851
587726016155943159,210.27652336,2.91783849,0.240946,0.014404
587726016155943326,210.28286892,2.90242636,0.136137,0.083413
587726033335484490,210.22977574,2.87731633,0.234251,0.017641
587726033335484492,210.22555271,2.87317036,0.21247,0.021565
587726033335484496,210.22879891,2.87412529,0.261978,0.101487
587726033335484503,210.23048593,2.87313985,0.211601,0.159803
587726033335484685,210.22624436,2.84410224,0.237209,0.023392
587726033335484688,210.22968477,2.8444337,0.246101,0.016751
587726033335484700,210.23607597,2.8704293,0.253692,0.022221
587726033335485104,210.2087561,2.87321394,0.243343,0.015501
587726033335485111,210.21125811,2.86770339,0.23288,0.012078
587726033335485122,210.21376487,2.87939483,0.144921,0.039647
587726033335485123,210.21385886,2.88993833,0.182687,0.099859
587726033335485124,210.21587779,2.87603864,0.215123,0.027448
587726033335485171,210.23319912,2.89093283,0.219449,0.016024
587726033335485177,210.23281139,2.84910632,0.017189,0.01587
587726033335485186,210.23690527,2.86821764,0.275514,0.017195
587726033335485233,210.24593598,2.83566795,0.156572,0.03012
587726033335485237,210.24654105,2.84895618,0.256374,0.015214
587726033335485238,210.24681563,2.8579119,0.096922,0.051142
587726033335485239,210.24672781,2.84172876,0.083462,0.054652
587726033335485242,210.24758829,2.84386183,0.200669,0.028337
587726033335485270,210.25397431,2.85193568,0.226049,0.020292
587726033335485273,210.25346418,2.85654887,0.022083,0.031072
587726033335485274,210.25350575,2.85498191,0.351238,0.037999
587726033335485606,210.23113028,2.86178824,0.126609,0.046152
587726033335549990,210.27740598,2.84871274,0.281726,0.03851
587726033335549991,210.27924957,2.85030855,0.198712,0.028114
587726033335550006,210.29179588,2.86397234,0.155799,0.061957
587726033335550141,210.27700494,2.83955213,0.285609,0.029622
587726033335550142,210.27926213,2.83983345,0.214184,0.016161
587726033335550147,210.28126986,2.87539404,0.274829,0.020577
587726033335550148,210.28203127,2.87117802,0.268127,0.089698
587726033335550149,210.28330114,2.87546674,0.074742,0.027974
587726033335550250,210.26072521,2.83959886,0.238414,0.013242
587726033335550262,210.27955794,2.87036002,0.216365,0.019103
587726033335550268,210.29690993,2.87884196,0.236387,0.018897
587726033335550352,210.27697129,2.86355184,0.246518,0.034237
587726033335550387,210.25605985,2.84688955,0.141317,0.040559
587726033335550388,210.25571573,2.84988491,0.1045,0.099547
587726033335550479,210.25513305,2.85446644,0.211063,0.025297
587726033335550539,210.26888548,2.85835061,0.182091,0.027946
587726033335550573,210.27522418,2.85437489,0.315071,0.037578
587726033335550589,210.28034383,2.86074591,0.187248,0.063023
587726033335550590,210.28027752,2.85855373,0.209498,0.023076
587726033335550599,210.28428695,2.85677863,0.214121,0.010108
587726033335550603,210.28658689,2.88018678,0.231921,0.015758
587726033335550605,210.28713022,2.886244,0.177688,0.032853
587726033335550621,210.29137852,2.87332021,0.225809,0.018735
587726033335550354,210.27883196,2.8429839,0.289782,0.06645
587726033335550359,210.30417949,2.86623889,0.257243,0.02288
587726033335550506,210.26117095,2.84191868,0.03998,0.040084
587726033335550609,210.28672839,2.85682929,0.106621,0.039219
587726033335550613,210.28759336,2.85246116,0.220567,0.011986
587726033335550642,210.29952434,2.876126,0.168751,0.080909
587726033335550656,210.30199764,2.85661203,0.176343,0.034966
587726033335550667,210.30595751,2.87416659,0.25745,0.093788
587726033335551314,210.29112971,2.86151059,0.322838,0.161392
