tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err
SE,1.0,123.0,203.843872895,40.9860556944,1.23766230672e+18,203.844117963,40.9863953043,21.46397,0.19597,19.5726,0.01845718,18.17388,0.009389889,17.65083,0.009051489,17.25031,0.02496257,0.226163,0.014628,,,,,,c203p83+41p0,0.0,0.23068,0.00021
SE,1.0,129.0,203.859831229,40.9860556944,1.23766230672e+18,203.859395481,40.985696207,22.96738,0.3964278,20.85168,0.03169057,19.42073,0.01518455,18.89645,0.0146051,18.5235,0.04294274,0.231577,0.036107,,,,,,c203p83+41p0,0.0,0.12818,0.00022
SE,1.0,169.0,203.850706425,40.9808890278,1.23766230672e+18,203.850741892,40.9811131089,22.1429,0.2573197,21.57134,0.06909557,20.61577,0.0458764,20.17629,0.05178585,20.10706,0.216074,0.389046,0.118396,,,,,,c203p83+41p0,2.0,0.32559,0.00016
SE,1.0,191.0,203.832081557,40.9773890278,1.23766230672e+18,203.8318454,40.9771671568,23.4034,0.5648361,21.28351,0.04470219,19.89901,0.02145617,19.37123,0.0209303,19.15338,0.07389647,0.228707,0.022067,,,,,,c203p83+41p0,2.0,0.32452,0.00021
SE,1.0,191.0,203.832081557,40.9773890278,1.23766230672e+18,203.8318454,40.9771671568,23.4034,0.5648361,21.28351,0.04470219,19.89901,0.02145617,19.37123,0.0209303,19.15338,0.07389647,0.228707,0.022067,,,,,,c203p83+41p0,2.0,0.32453,0.00021
SE,1.0,197.0,203.847956557,40.9773890278,1.23766230672e+18,203.847424134,40.9770167087,22.79818,0.4185297,20.70352,0.06112319,19.63372,0.01988839,19.11962,0.02011277,18.71984,0.06092024,0.114127,0.021539,,,,,,,,,
SE,1.0,237.0,203.838748418,40.9722779167,1.23766230672e+18,203.839030004,40.9719741151,23.34362,0.4745088,21.82314,0.06101364,20.57115,0.0315588,20.15094,0.03411381,19.90641,0.1250067,0.24668,0.033741,,,,,,c203p83+41p0,2.0,0.34872,0.00012
SE,2.0,164.0,203.836081449,40.9802501389,1.23766230672e+18,203.83583591,40.9801809702,21.76798,0.1786283,20.87581,0.03711557,20.0183,0.02718936,19.69044,0.03231897,19.16082,0.08961336,0.339092,0.037245,,,,,,c203p83+41p0,0.0,0.29375,0.00011
SE,2.0,234.0,203.829373442,40.9716390278,1.23766230672e+18,203.828861527,40.9715816951,23.63483,0.7814861,21.53877,0.06295262,20.18807,0.03001801,19.67237,0.03029338,19.31833,0.09948938,0.211721,0.013685,,,,,,,,,
SE,3.0,157.0,203.857164735,40.9815001389,1.23766230672e+18,203.857737528,40.9815190039,20.065,0.05759837,18.94585,0.01089679,18.31182,0.009449583,17.94941,0.01029177,17.75307,0.03482996,0.131227,0.02587,,,,,,c203p83+41p0,0.0,0.17007,6e-05
SE,3.0,171.0,203.855914801,40.9797501389,1.23766230672e+18,203.855551949,40.9802447228,23.75419,0.7081649,20.91185,0.03345217,19.49041,0.0158683,18.94034,0.01498678,18.66898,0.04797856,0.260642,0.053501,,,,,,c203p83+41p0,0.0,0.23995,0.00026
SE,3.0,198.0,203.850623266,40.9762779167,1.23766230672e+18,203.850797018,40.9764543112,25.80469,0.6390473,21.81744,0.07681309,20.82553,0.05836676,20.33249,0.05310741,19.93072,0.1644407,0.241372,0.149333,,,,,,c203p83+41p0,1.0,0.11766,0.00018
SW,1.0,41.0,203.821455838,40.9963334722,1.23766230672e+18,203.82206463,40.99650149,23.32212,0.4784255,21.2529,0.04071494,19.8677,0.01963967,19.46308,0.02064252,19.05513,0.06119702,0.209278,0.013096,,,,,,c203p83+41p0,0.0,0.22306,0.00022
SW,1.0,114.0,203.822831165,40.9877223611,1.23766230672e+18,203.823038158,40.9876535288,21.99504,0.736333,21.85929,0.2848833,20.60407,0.1438795,26.13721,1.422815,22.57422,4.385622,0.14323,0.071398,,,,,,c203p83+41p0,1.0,0.24927,0.00032
SW,1.0,224.0,203.806998356,40.9739168056,1.23766230672e+18,203.807123648,40.9736812817,22.13616,0.2958258,20.57229,0.03672962,20.02519,0.0419121,19.99091,0.05144538,20.90674,0.51201,0.28397,0.146663,,,,,,c203p83+41p0,0.0,0.12759,0.00026
SW,1.0,227.0,203.815040021,40.9739445833,1.23766230672e+18,203.814622096,40.974239934,23.93951,0.9994741,20.684,0.03391698,19.27466,0.01620182,18.75763,0.01602108,18.33847,0.04640819,0.243349,0.033878,,,,,,c203p83+41p0,0.0,0.2328,0.00017
SW,1.0,232.0,203.82816502,40.9739723611,1.23766230672e+18,203.828815259,40.9740967661,22.98557,0.3637128,21.32344,0.04138552,19.93415,0.01985928,19.48168,0.02046012,19.15758,0.06493628,0.266304,0.040552,,,,,,c203p83+41p0,2.0,0.29936,0.00017
SW,1.0,245.0,203.82420675,40.9723056944,1.23766230672e+18,203.824300323,40.9719506173,22.77369,0.3830208,20.72714,0.03163863,19.29258,0.01512677,18.76825,0.01471154,18.4325,0.04481396,0.236787,0.010151,,,,,,c203p83+41p0,1.0,0.22114,0.00028
SW,1.0,246.0,203.826915082,40.9723334722,1.23766230672e+18,203.827207976,40.9723421733,23.40605,0.6072802,21.90985,0.08288869,21.30836,0.07039584,20.75353,0.07370179,22.89725,1.081702,0.257543,0.152625,,,,,,c203p83+41p0,1.0,0.197,0.00024
SW,2.0,24.0,203.813497459,40.9975556944,1.23766230672e+18,203.813678193,40.9976466738,23.30311,0.6137353,21.80447,0.07802234,21.28896,0.07258649,20.93368,0.08579675,20.94981,0.4052094,0.093722,0.038838,,,,,,c203p83+41p0,1.0,0.22254,0.0002
SW,2.0,29.0,203.826789126,40.9975279167,1.23766230672e+18,203.826629761,40.9972396415,22.35106,0.535363,19.71623,0.02504246,18.1653,0.01106814,17.57146,0.01025808,17.16976,0.02920268,0.295318,0.043499,1.64834555302e+18,203.8266,40.997259,0.241427,3.385718e-05,c203p83+41p0,0.0,0.24054,9e-05
SW,2.0,39.0,203.814955856,40.99586125,1.23766230672e+18,203.814746768,40.9955178244,22.79472,0.5102419,20.06825,0.02371259,18.72575,0.01225395,18.29127,0.0126377,17.91288,0.03705173,0.197994,0.014165,,,,,,c203p83+41p0,0.0,0.22629,0.00022
SW,2.0,53.0,203.813664258,40.9940556944,1.23766230672e+18,203.813380117,40.9941394755,22.79868,0.4410726,20.15983,0.02305493,18.73438,0.01140737,18.25765,0.01132074,17.90435,0.03267564,0.221895,0.013267,,,,,,c203p83+41p0,0.0,0.24117,0.00012
SW,2.0,59.0,203.791080989,40.99236125,1.23766230672e+18,203.791074862,40.9924506438,21.31622,0.1135179,20.54685,0.02639704,19.83123,0.0212891,19.61586,0.02653118,19.34665,0.0926269,0.280021,0.041229,,,,,,c203p83+41p0,1.0,0.23337,0.00022
SW,2.0,65.0,203.806997657,40.9923334722,1.23766230672e+18,203.807190198,40.9922066837,25.89434,0.4776573,21.89338,0.07187994,20.57964,0.03525526,20.20701,0.03924827,19.74186,0.1181,0.273432,0.053932,,,,,,c203p83+41p0,0.0,0.31564,0.00032
SW,2.0,86.0,203.824206055,40.9906390278,1.23766230672e+18,203.823905586,40.9903479468,22.88812,0.3999276,20.90788,0.03421905,19.70572,0.01883869,19.31064,0.02032576,19.094,0.07283064,0.257936,0.026036,,,,,,c203p83+41p0,0.0,0.22357,0.00016
SW,2.0,90.0,203.796414453,40.9889168056,1.23766230672e+18,203.796244545,40.9888330303,24.16849,0.6796396,21.80074,0.05609811,20.41188,0.0259593,19.94985,0.02664283,19.8131,0.1030912,0.285273,0.037165,,,,,,c203p83+41p0,0.0,0.23542,0.0002
SW,2.0,181.0,203.807039844,40.97861125,1.23766230672e+18,203.806966924,40.9791324502,23.2195,0.5542999,21.01412,0.04022383,19.80723,0.02207131,19.29167,0.02187384,19.09003,0.07971179,0.174689,0.01696,,,,,,c203p83+41p0,2.0,0.16232,0.00021
SW,3.0,26.0,203.820205813,40.9970001389,1.23766230672e+18,203.819849973,40.9968117962,20.85656,0.151818,19.10165,0.01587154,17.9421,0.009522136,17.49758,0.009781753,17.21211,0.03082489,0.192932,0.016882,,,,,,c203p83+41p0,0.0,0.22501,7e-05
SW,3.0,37.0,203.810955879,40.9952779167,1.23766230672e+18,203.810429257,40.9954171135,22.73631,0.3316861,20.90106,0.03276386,19.788,0.01930334,19.4486,0.02154198,19.17183,0.07286116,0.205581,0.025365,,,,,,c203p83+41p0,0.0,0.24276,0.00022
SW,3.0,65.0,203.808331011,40.9917779167,1.23766230672e+18,203.808101133,40.9912699607,21.44015,0.1820879,19.85515,0.02207286,18.60456,0.01218316,18.17415,0.01264965,17.82764,0.03852757,0.215769,0.033512,,,,,,c203p83+41p0,0.0,0.2362,0.00012
SW,3.0,73.0,203.791122742,40.9900834722,1.23766230672e+18,203.791677567,40.9898412112,23.6261,0.5385977,20.8194,0.02719796,19.5183,0.01441407,19.02039,0.0141291,18.73414,0.04331937,0.224002,0.044663,,,,,,c203p83+41p0,0.0,0.23066,0.00015
SW,3.0,92.0,203.803039475,40.9883334722,1.23766230672e+18,203.803144628,40.9880191613,24.96032,1.104017,21.04649,0.04413319,19.66326,0.02112927,19.20557,0.02187142,18.8533,0.06994097,0.22985,0.031068,,,,,,c203p83+41p0,2.0,0.21117,0.00027
SW,3.0,179.0,203.803081533,40.9780279167,1.23766230672e+18,203.802774172,40.9782038867,22.33812,0.2853161,21.95048,0.09118955,21.10045,0.0648875,20.82043,0.08125314,20.58861,0.3104977,0.374946,0.101111,,,,,,c203p83+41p0,2.0,0.00092,0.00032
,,,,,1.23766230672e+18,,,24.4075,0.7909217,20.87501,0.02991398,19.42243,0.01412773,18.89697,0.0134089,18.56687,0.03978982,0.24313,0.0206,,,,,,,,,
,,,,,1.23766230672e+18,,,21.70275,0.2545474,19.69797,0.02128521,18.25601,0.01026037,17.75233,0.01001782,17.41205,0.02989566,0.236031,0.013572,,,,,,,,,
,,,,,1.23766230672e+18,,,19.65201,0.04246029,18.01899,0.006477129,17.23551,0.005205856,16.85827,0.005292301,16.56093,0.01341174,0.067118,0.025371,1.64845028151e+18,203.84292,41.027986,0.04661915,2.023974e-05,,,,
,,,,,1.23766230672e+18,,,22.15743,0.2466917,20.59779,0.03032142,19.20439,0.01481834,18.71621,0.01472156,18.43746,0.04740636,0.244939,0.026856,,,,,,,,,
,,,,,1.23766230672e+18,,,23.41513,0.4858129,21.83773,0.06107962,20.71874,0.03458441,20.3867,0.08241179,20.23813,0.1617169,0.273154,0.063805,,,,,,,,,
,,,,,1.23766230672e+18,,,22.40883,0.2144329,21.99013,0.06695004,21.11397,0.0454311,20.83354,0.05512647,20.60307,0.2098249,0.395432,0.078533,,,,,,,,,
,,,,,1.23766230672e+18,,,22.23454,0.2392429,21.62217,0.06217413,21.19587,0.06175726,21.1395,0.09289044,20.76076,0.3156398,0.230914,0.162032,,,,,,,,,
,,,,,1.23766230672e+18,,,22.94398,0.3593534,21.49554,0.04814416,20.39958,0.02812535,20.00238,0.03054771,19.77544,0.1124401,0.235631,0.042606,,,,,,,,,
,,,,,1.23766230672e+18,,,24.77578,0.8765193,21.78214,0.06330984,20.52162,0.03233489,20.13422,0.07191565,19.7837,0.121212,0.247168,0.059557,,,,,,,,,
,,,,,1.23766230672e+18,,,23.44068,0.5896659,21.44737,0.05080869,20.19994,0.02684245,19.60378,0.06131196,19.16253,0.07448238,0.173135,0.022303,,,,,,,,,
,,,,,1.23766230672e+18,,,22.68564,0.3524012,21.32181,0.04968927,19.93265,0.02366239,19.37008,0.02254091,18.78678,0.05956677,0.417566,0.100057,,,,,,,,,
,,,,,1.23766230672e+18,,,22.94314,0.3882502,21.00351,0.0351175,19.85494,0.02016637,19.39666,0.02057341,19.14488,0.07044384,0.19184,0.018621,,,,,,,,,
,,,,,1.23766230672e+18,,,22.86083,0.647835,21.45831,0.08438818,20.58589,0.05967642,20.12122,0.07573625,19.37535,0.1530163,0.346622,0.141029,,,,,,,,,
,,,,,1.23766230672e+18,,,21.68624,0.2313878,19.43977,0.01673228,17.97774,0.00823161,17.43966,0.007836181,17.06622,0.02137866,0.248097,0.015046,5.30093696823e+18,203.78652,41.020877,0.2406701,3.814161e-05,,,,
,,,,,1.23766230672e+18,,,21.60797,0.2126435,19.4357,0.01624768,17.905,0.007743632,17.37376,0.0073525,17.02175,0.02000177,0.265165,0.012866,1.64836149594e+18,203.78655,40.986786,0.2391876,4.546738e-05,,,,
,,,,,1.23766230672e+18,,,23.92872,0.8373595,20.47958,0.02533202,19.17472,0.01347798,18.70399,0.01345227,18.42086,0.04171519,0.233303,0.059776,,,,,,,,,
,,,,,1.23766230672e+18,,,20.84055,0.07754683,19.95535,0.01734485,19.41358,0.01579063,19.16538,0.0189357,19.11841,0.07721486,0.179355,0.04086,,,,,,,,,
,,,,,1.23766230672e+18,,,21.23979,0.184463,18.99654,0.01354026,17.61063,0.007140059,17.10226,0.006892754,16.72158,0.01855501,0.219219,0.010937,1.64845385492e+18,203.83197,41.041708,0.2235317,4.328246e-05,,,,
,,,,,1.23766230672e+18,,,21.1676,0.1171058,19.72626,0.01688206,18.88402,0.01245497,18.43345,0.01265242,18.14706,0.03968162,0.134988,0.022059,,,,,,,,,
,,,,,1.23766230672e+18,,,25.63686,1.264035,21.30981,0.08158096,20.4027,0.05671899,19.55512,0.04330003,19.07229,0.1315002,0.4509,0.108636,5.30094384018e+18,203.83037,41.045823,0.6963952,0.0001198834,,,,
,,,,,1.23766230672e+18,,,22.92186,0.4445162,20.59257,0.02871388,19.32925,0.01554717,18.85919,0.01551253,18.67917,0.054679,0.189119,0.026216,,,,,,,,,
,,,,,1.23766230672e+18,,,20.21781,0.05377633,19.55947,0.01440037,19.30682,0.01567459,19.21561,0.02087578,19.24762,0.09174987,0.090626,0.050914,,,,,,,,,
,,,,,1.23766230672e+18,,,24.86205,0.8571179,21.49884,0.05259405,20.13723,0.02441197,19.66658,0.02464626,19.33127,0.08067641,0.213016,0.014153,,,,,,,,,
,,,,,1.23766230672e+18,,,21.39099,0.1440471,19.73043,0.01726956,18.59754,0.01053167,18.17049,0.01076647,17.79399,0.03046497,0.165285,0.017526,,,,,,,,,
,,,,,1.23766230672e+18,,,21.50821,0.2151083,19.91136,0.02467055,18.62101,0.01274282,18.1692,0.0133152,17.73018,0.03933753,0.302874,0.045671,,,,,,,,,
,,,,,1.23766230672e+18,,,22.01668,0.21607,20.4467,0.02681492,18.98157,0.01267904,18.46585,0.0122869,18.10823,0.03601747,0.251489,0.017584,,,,,,,,,
,,,,,1.23766230672e+18,,,22.82438,0.4504651,20.45933,0.02850235,19.0402,0.01380647,18.52385,0.01345873,18.15143,0.03972113,0.227134,0.012482,,,,,,,,,
,,,,,1.23766230672e+18,,,22.12068,0.2021378,20.31381,0.0218295,19.14167,0.01274521,18.72174,0.01311101,18.48682,0.04192499,0.22602,0.022468,,,,,,,,,
,,,,,1.23766230672e+18,,,22.74386,0.3798584,20.55772,0.02790486,19.24174,0.0146258,18.70489,0.03695991,18.43108,0.04501467,0.213855,0.014629,,,,,,,,,
,,,,,1.23766230672e+18,,,23.18425,0.4201673,20.97881,0.0321833,19.64042,0.01650469,19.08526,0.01571023,18.78145,0.04872078,0.221887,0.018536,,,,,,,,,
,,,,,1.23766230672e+18,,,21.5554,0.1423363,20.46823,0.02532494,19.54138,0.01762836,19.20089,0.01993724,18.80217,0.06153282,0.270947,0.050372,,,,,,,,,
,,,,,1.23766230672e+18,,,22.357,0.291062,20.4031,0.02605922,19.12614,0.01416108,18.65644,0.01429375,18.29523,0.04263819,0.191503,0.008332,,,,,,,,,
,,,,,1.23766230672e+18,,,22.80384,0.3860743,20.51572,0.02599374,19.21916,0.01370021,18.74434,0.0137094,18.46535,0.04426771,0.229409,0.029082,,,,,,,,,
,,,,,1.23766230672e+18,,,23.85162,0.6959233,21.23115,0.03920079,19.95753,0.02040517,19.50435,0.02087414,19.25515,0.0724911,0.197509,0.01986,,,,,,,,,
,,,,,1.23766230672e+18,,,22.87323,0.40067,20.7324,0.03009699,19.41007,0.01537114,18.97988,0.01591911,18.54446,0.04630728,0.2236,0.02072,,,,,,,,,
,,,,,1.23766230672e+18,,,23.34806,0.6903816,20.79382,0.03747898,19.22447,0.01592438,18.63608,0.01472057,18.30427,0.0460353,0.291432,0.01367,,,,,,,,,
,,,,,1.23766230672e+18,,,24.60349,0.7143323,21.85254,0.05741456,20.64512,0.03046226,20.1816,0.0312717,19.79722,0.09840722,0.171764,0.019568,,,,,,,,,
,,,,,1.23766230672e+18,,,22.65622,0.2991318,20.70399,0.02768477,19.3799,0.01442542,18.87071,0.01399097,18.56406,0.04265376,0.216923,0.012499,,,,,,,,,
,,,,,1.23766230672e+18,,,22.69401,0.3809893,20.29493,0.02344025,18.96182,0.01235008,18.48383,0.01221533,18.18655,0.03699005,0.20912,0.013149,,,,,,,,,
,,,,,1.23766230672e+18,,,24.48821,1.561226,20.71711,0.04293864,19.36509,0.02103419,18.88745,0.02162934,18.72832,0.08199181,0.272106,0.035265,,,,,,,,,
,,,,,1.23766230672e+18,,,22.39764,0.2862513,20.58074,0.02860887,19.2252,0.01461797,18.74387,0.01461631,18.3768,0.04341495,0.214506,0.011772,,,,,,,,,
,,,,,1.23766230672e+18,,,21.97325,0.2670991,19.93309,0.02204443,18.58707,0.0114411,18.08986,0.01123645,17.70202,0.03215436,0.21377,0.018984,,,,,,,,,
,,,,,1.23766230672e+18,,,23.1695,0.542411,20.70771,0.03198137,19.28611,0.01536054,18.7953,0.01538605,18.39816,0.04453436,0.236136,0.017808,,,,,,,,,
