tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,redshift
NE,2.0,220.0,16.2307150263,0.0602563638889,5.88015509276e+17,16.23069905,0.06009601,22.572563,1.608896,18.871084,0.02003,17.270252,0.008391605,16.647642,0.007804753,16.286087,0.022883,0.304458,0.022838,,,,,,c16p23+0p06,0.27178
NE,3.0,38.0,16.2445483583,0.0820896972222,5.88015509276e+17,16.24399591,0.08198321,22.273687,0.44643,21.554392,0.074033,19.951494,0.029633,19.344349,0.027943,18.952747,0.081123,0.340916,0.051902,,,,,,,
NE,3.0,106.0,16.2356316922,0.0735341416667,5.88015509276e+17,16.23560649,0.07309766,22.231554,0.662237,20.010864,0.030406,18.357464,0.012628,17.755489,0.011847,17.355759,0.032094,0.309916,0.017159,,,,,,c16p23+0p06,0.2788
NE,3.0,118.0,16.2306316923,0.0717563638889,5.88015509276e+17,16.23032074,0.07209334,22.13718,0.485312,21.098372,0.061085,19.489716,0.023678,18.901142,0.025653,18.4891,0.066719,0.323969,0.042585,,,,,,c16p23+0p06,0.27503
NE,3.0,160.0,16.2275900259,0.066617475,5.88015509276e+17,16.22734718,0.06685065,21.56805,0.376771,19.767078,0.025678,18.189041,0.010947,17.629274,0.010516,17.220371,0.029373,0.277545,0.018324,1.11686640833e+17,16.227377,0.06683539,0.275801,0.000166744,c16p23+0p06,0.27487
NW,1.0,156.0,16.2215483591,0.0694508083333,5.88015509276e+17,16.22110373,0.06972063,22.540241,0.602742,21.414999,0.071569,20.216341,0.037713,19.847948,0.044043,19.34778,0.12598,0.273344,0.085866,,,,,,,
NW,1.0,163.0,16.2065900259,0.0677285861111,5.88015509276e+17,16.20649144,0.068285,24.283657,1.688318,21.992365,0.101861,20.527386,0.042972,19.961605,0.042229,19.622459,0.140724,0.25004,0.01304,,,,,,c16p23+0p06,0.27314
NW,2.0,127.0,16.2205066923,0.072367475,5.88015509276e+17,16.22036305,0.07262499,22.719749,0.694918,21.265049,0.061522,19.91144,0.029119,19.369291,0.029092,19.056541,0.096881,0.230128,0.031944,,,,,,,
NW,2.0,173.0,16.2255483592,0.067117475,5.88015509276e+17,16.22590442,0.06744078,22.728172,0.681021,21.081306,0.051106,19.619493,0.022622,18.903837,0.019163,18.568748,0.059353,0.310907,0.058784,,,,,,c16p23+0p06,0.26317
NW,2.0,229.0,16.2215483596,0.0603396972222,5.88015509276e+17,16.22141259,0.06052521,22.286148,0.510759,20.863867,0.047266,19.417881,0.021064,18.869028,0.020614,18.384792,0.057092,0.254337,0.051941,,,,,,c16p23+0p06,0.26704
NW,3.0,122.0,16.211548359,0.071867475,5.88015509276e+17,16.21161236,0.0715115,22.770283,0.902874,21.457609,0.089042,20.05715,0.039739,19.632114,0.044513,19.296412,0.148018,0.204465,0.076677,,,,,,,
NW,3.0,127.0,16.2215066923,0.0718119194444,5.88015509276e+17,16.22154184,0.07163733,22.117466,0.442605,21.977318,0.122216,21.356335,0.104736,21.056301,0.141331,20.37056,0.331966,0.345061,0.028298,,,,,,,
NW,3.0,187.0,16.225590026,0.0649785861111,5.88015509276e+17,16.2252146,0.06456228,22.17152,0.463099,20.927895,0.049052,19.348595,0.019833,18.766764,0.018842,18.313339,0.053218,0.299018,0.037888,,,,,,c16p23+0p06,0.264
NW,3.0,207.0,16.2075483595,0.0614508083333,5.88015509276e+17,16.20730956,0.06175928,22.380714,0.525371,21.952034,0.114297,20.796558,0.062021,20.298685,0.06571,19.987106,0.22266,0.318381,0.107422,,,,,,c16p23+0p06,0.2684
SE,1.0,25.0,16.2475483597,0.0579785861111,5.88015509276e+17,16.24717079,0.05837113,22.878344,0.808055,21.781164,0.097776,20.455116,0.0466,19.94409,0.04794,19.988701,0.219602,0.188008,0.116129,,,,,,,
SE,1.0,50.0,16.2395900265,0.0545063638889,5.88015509276e+17,16.23933715,0.05491981,24.096989,1.851524,21.03393,0.05251,19.511072,0.022389,18.887522,0.021017,18.602463,0.065868,0.276521,0.019008,,,,,,c16p23+0p06,0.27206
SE,1.0,148.0,16.232590027,0.0424785861111,5.88015509276e+17,16.23264123,0.04199883,24.258175,2.003383,21.81242,0.10423,20.462864,0.047594,19.803181,0.043318,19.344595,0.129989,0.197023,0.032013,,,,,,,
SE,2.0,191.0,16.2306316939,0.0367563638889,5.88015509276e+17,16.23055339,0.0372746,23.207462,1.128412,21.168163,0.061486,19.789494,0.028091,19.310349,0.02935,19.034966,0.10074,0.211404,0.020062,,,,,,c16p23+0p06,0.27942
SE,3.0,17.0,16.2315900264,0.0568952527778,5.88015509276e+17,16.23171615,0.05655671,22.485813,0.851082,21.299318,0.093937,20.385221,0.063274,20.030752,0.076071,19.82873,0.291148,0.206981,0.034058,,,,,,c16p23+0p06,0.19462
SE,3.0,208.0,16.2365900273,0.0345063638889,5.88015509276e+17,16.23639366,0.03474255,22.893215,1.18486,20.374081,0.041614,18.750914,0.016134,18.142048,0.015145,17.739666,0.044611,0.30345,0.018285,,,,,,c16p23+0p06,0.27827
SE,3.0,238.0,16.238631694,0.0310063638889,5.88015509276e+17,16.23868677,0.03140059,22.244308,0.499277,21.035275,0.055617,19.579697,0.024389,19.065367,0.024041,18.921423,0.092536,0.179054,0.090719,,,,,,c16p23+0p06,0.27061
SW,1.0,126.0,16.2196733602,0.0460063638889,5.88015509276e+17,16.21930809,0.04585959,24.832039,1.867607,21.657909,0.083469,20.147352,0.033949,19.59684,0.033658,19.398878,0.123197,0.250066,0.018962,,,,,,,
SW,2.0,26.0,16.2215900264,0.0574785861111,5.88015509276e+17,16.22195168,0.05723525,21.693937,0.355106,20.455458,0.038272,18.987011,0.017053,18.367165,0.015813,18.007273,0.047856,0.300849,0.052899,,,,,,c16p23+0p06,0.26648
SW,2.0,36.0,16.2126316932,0.0557841416667,5.88015509276e+17,16.21292001,0.05549497,22.97998,0.752378,21.783894,0.084041,20.162163,0.031357,19.661409,0.032153,19.437979,0.115383,0.189751,0.056503,,,,,,c16p23+0p06,0.20293
SW,2.0,135.0,16.2076733603,0.0436452527778,5.88015509276e+17,16.20756183,0.04393941,23.804819,1.486169,21.626406,0.080158,20.103806,0.032376,19.512716,0.030902,19.419371,0.124126,0.256209,0.028672,,,,,,c16p23+0p06,0.26986
SW,2.0,163.0,16.2056733604,0.0402008083333,5.88015509276e+17,16.20613937,0.03990812,21.119577,0.201025,20.306082,0.032069,19.529089,0.024607,19.125778,0.027776,18.757423,0.089473,0.244354,0.041831,,,,,,c16p23+0p06,0.15819
SW,2.0,218.0,16.1996733606,0.0332841416667,5.88015509276e+17,16.19995408,0.03306965,22.047285,0.452126,21.081217,0.060513,19.545841,0.024434,19.041101,0.025198,18.732445,0.083163,0.238935,0.088709,,,,,,c16p23+0p06,0.28118
SW,2.0,239.0,16.212631694,0.031617475,5.88015509276e+17,16.21304672,0.03193791,23.052515,1.030327,20.941565,0.052216,19.417709,0.023071,18.797873,0.021066,18.468922,0.065998,0.277259,0.017051,,,,,,,
SW,3.0,68.0,16.2196316933,0.0517563638889,5.88015509276e+17,16.21959011,0.05123377,22.194191,0.433984,21.641211,0.085425,20.644361,0.0519,19.812546,0.040755,19.672956,0.166002,0.505869,0.14251,,,,,,,
SW,3.0,115.0,16.2267150269,0.0465619194444,5.88015509276e+17,16.22695253,0.04618111,22.406931,0.502465,21.441448,0.069834,20.070299,0.031192,19.487282,0.029818,19.282864,0.11014,0.280556,0.114609,,,,,,,
SW,3.0,148.0,16.2056316937,0.041367475,5.88015509276e+17,16.20508605,0.0412313,25.392759,1.612826,21.519812,0.081148,20.029196,0.033453,19.399385,0.031151,19.055477,0.101263,0.279313,0.0227,,,,,,,
SW,3.0,228.0,16.220631694,0.0327841416667,5.88015509276e+17,16.22056074,0.03248724,22.417376,0.659529,21.187199,0.070094,20.373001,0.051827,20.193241,0.073339,19.69978,0.215722,0.122112,0.062691,,,,,,c16p23+0p06,0.27694
,,,,,5.88015509276e+17,,,24.361233,2.264764,20.938158,0.053605,19.435669,0.022679,18.836752,0.021437,18.369013,0.060871,0.284661,0.02691,,,,,,,
,,,,,5.88015509276e+17,,,26.318819,0.748578,21.476696,0.072495,19.917616,0.028539,19.359684,0.027733,18.913351,0.081034,0.257225,0.027381,,,,,,,
,,,,,5.88015509276e+17,,,23.612856,1.42592,21.04619,0.052411,19.568771,0.022482,19.019749,0.022052,18.651426,0.068288,0.24798,0.013678,,,,,,,
,,,,,5.88015509276e+17,,,18.928394,0.090163,17.634989,0.01005,17.068205,0.009421013,16.736362,0.011172,16.614212,0.044161,0.077791,0.027667,1.11686640829e+17,16.234257,0.0243857,0.049156,0.000164383,,
,,,,,5.88015509276e+17,,,22.048199,0.408094,21.033733,0.053919,20.618311,0.052945,20.357607,0.068044,20.282206,0.288107,0.060956,0.020996,,,,,,,
,,,,,5.88015509276e+17,,,21.607126,0.278016,19.41103,0.015822,18.508503,0.011506,18.01413,0.011569,17.764313,0.033408,0.107932,0.030057,,,,,,,
,,,,,5.88015509276e+17,,,19.820004,0.086428,17.912792,0.007619193,16.976812,0.005430126,16.571354,0.005605059,16.22871,0.014937,0.096933,0.015339,1.11686640858e+17,16.267237,0.03942302,0.083602,0.000139362,,
,,,,,5.88015509276e+17,,,21.950153,0.475012,20.002798,0.028384,18.553875,0.013144,18.039368,0.013137,17.652264,0.038306,0.232462,0.014933,,,,,,,
,,,,,5.88015509276e+17,,,21.736723,0.266768,21.148127,0.05095,20.993605,0.064133,20.726881,0.082482,20.464565,0.298189,0.260527,0.137612,,,,,,,
,,,,,5.88015509276e+17,,,24.435829,2.000119,20.909771,0.046822,19.305626,0.019242,18.737682,0.018437,18.40251,0.055494,0.290662,0.015123,,,,,,,
,,,,,5.88015509276e+17,,,22.861229,1.031569,20.789783,0.052861,19.267258,0.022537,18.679466,0.021285,18.257566,0.063062,0.268671,0.016109,,,,,,,
,,,,,5.88015509276e+17,,,21.775724,0.404967,20.599714,0.045947,19.199396,0.021676,18.671581,0.021925,18.316513,0.067609,0.259044,0.06275,,,,,,,
,,,,,5.88015509276e+17,,,24.71682,1.75421,21.51339,0.067461,19.849138,0.025425,19.24733,0.0239,18.920933,0.073813,0.310393,0.018125,,,,,,,
,,,,,5.88015509276e+17,,,25.075027,2.063708,20.929344,0.053884,19.4235,0.022934,18.821423,0.021288,18.45188,0.065103,0.273281,0.02394,,,,,,,
,,,,,5.88015509276e+17,,,22.736362,0.777692,20.696007,0.042513,19.317448,0.044369,18.784822,0.019617,18.436188,0.061387,0.221845,0.013074,,,,,,,
,,,,,5.88015509276e+17,,,22.551926,0.555903,21.345186,0.061584,20.139967,0.032288,19.716278,0.034885,19.265717,0.102728,0.228817,0.069091,,,,,,,
,,,,,5.88015509276e+17,,,21.39119,0.210023,21.046246,0.050582,20.370693,0.040576,20.068174,0.049739,19.999239,0.211543,0.219198,0.078741,,,,,,,
,,,,,5.88015509276e+17,,,23.66852,1.392236,21.849106,0.099987,20.746626,0.056743,20.170679,0.0559,19.967224,0.211635,0.163323,0.02831,,,,,,,
,,,,,5.88015509276e+17,,,23.851814,1.638427,21.961138,0.116459,20.711349,0.09324,20.256033,0.063359,19.717562,0.178977,0.167058,0.028991,,,,,,,
,,,,,5.88015509276e+17,,,23.623924,1.223572,21.953608,0.101538,21.299486,0.082253,21.346001,0.138815,20.248713,0.234839,0.088089,0.03782,,,,,,,
,,,,,5.88015509276e+17,,,22.055103,0.495024,20.422619,0.038146,18.981007,0.018109,18.375757,0.016821,17.973289,0.047906,0.25502,0.026322,,,,,,,
,,,,,5.88015509276e+17,,,23.138731,1.269217,20.550726,0.043017,19.094843,0.019137,18.510637,0.018191,18.182055,0.058057,0.252576,0.014022,,,,,,,
,,,,,5.88015509276e+17,,,21.578276,0.395689,19.94136,0.030852,18.53434,0.01446,18.008621,0.014332,17.567022,0.041078,0.230663,0.029706,,,,,,,
,,,,,5.88015509276e+17,,,22.816792,0.726152,21.41712,0.068215,19.850548,0.026915,19.299112,0.027194,18.97595,0.087262,0.280929,0.034025,,,,,,,
,,,,,5.88015509276e+17,,,21.202114,0.165319,20.657829,0.033455,20.105343,0.029684,19.924944,0.039535,19.6731,0.14117,0.27835,0.044759,,,,,,,
,,,,,5.88015509276e+17,,,22.404314,0.527682,21.161568,0.056232,19.756584,0.025538,19.218243,0.025591,19.01223,0.093235,0.191091,0.06571,,,,,,,
,,,,,5.88015509276e+17,,,26.207592,0.934634,21.853935,0.115355,20.946766,0.07671,20.964199,0.142717,21.018343,0.621414,0.150589,0.040937,,,,,,,
,,,,,5.88015509276e+17,,,25.859518,1.685115,21.38961,0.100558,20.31143,0.060076,19.705391,0.05891,19.262749,0.182723,0.168533,0.040563,,,,,,,
,,,,,5.88015509276e+17,,,23.762129,1.365475,21.909811,0.09708,20.380724,0.039057,19.801222,0.037956,19.480665,0.123173,0.272528,0.018095,,,,,,,
,,,,,5.88015509276e+17,,,22.777784,0.797922,21.38979,0.074016,20.171082,0.037981,19.675896,0.039824,19.360868,0.134021,0.212374,0.03028,,,,,,,
,,,,,5.88015509276e+17,,,24.197762,2.07264,21.678274,0.099727,20.186403,0.039728,19.778528,0.044731,19.33223,0.136675,0.231549,0.018563,,,,,,,
,,,,,5.88015509276e+17,,,24.071638,1.735974,21.803612,0.097482,20.328608,0.039487,19.651011,0.035614,19.390306,0.124182,0.267724,0.01768,,,,,,,
,,,,,5.88015509276e+17,,,25.848843,1.212438,21.525482,0.081689,19.953499,0.03214,19.356077,0.030257,18.937817,0.091589,0.298095,0.022447,,,,,,,
,,,,,5.88015509276e+17,,,25.779474,1.125127,21.460003,0.070862,19.99003,0.029426,19.404385,0.027841,19.042879,0.087608,0.269033,0.022673,,,,,,,
,,,,,5.88015509276e+17,,,19.489315,0.051094,18.516199,0.008758029,18.07674,0.008414002,17.776403,0.009486728,17.686888,0.034066,0.099911,0.029675,,,,,,,
,,,,,5.88015509276e+17,,,23.838068,1.578713,21.508512,0.074413,19.83449,0.030496,19.327852,0.02744,18.967934,0.086584,0.265222,0.028603,,,,,,,
,,,,,5.88015509276e+17,,,22.877573,1.0268,20.53653,0.042291,18.930481,0.016818,18.396593,0.01675,18.086744,0.053704,0.273817,0.017966,,,,,,,
,,,,,5.88015509276e+17,,,23.09766,0.938578,21.643532,0.086202,20.181068,0.035437,19.61022,0.034734,19.372808,0.125795,0.234516,0.046553,,,,,,,
,,,,,5.88015509276e+17,,,23.252939,1.852703,20.057852,0.037029,18.472786,0.015991,17.896391,0.015746,17.486816,0.043138,0.287873,0.014282,,,,,,,
,,,,,5.88015509276e+17,,,22.557335,0.787248,20.03393,0.028834,18.520821,0.012647,17.975473,0.012201,17.586515,0.035291,0.257401,0.011983,,,,,,,
,,,,,5.88015509276e+17,,,24.81407,2.379202,21.145613,0.066933,19.660435,0.028521,19.115646,0.028659,18.975483,0.112586,0.247555,0.026069,,,,,,,
,,,,,5.88015509276e+17,,,23.001631,0.850782,21.733175,0.089396,20.692331,0.053007,20.268795,0.059848,19.774687,0.175075,0.221147,0.054276,,,,,,,
,,,,,5.88015509276e+17,,,21.286745,0.289836,20.639692,0.053554,19.867693,0.040641,19.681942,0.05702,19.443747,0.209667,0.317517,0.080943,,,,,,,
,,,,,5.88015509276e+17,,,25.211494,1.800147,21.738028,0.1013,20.441828,0.047099,19.916965,0.048131,19.638273,0.171634,0.196478,0.022176,,,,,,,
,,,,,5.88015509276e+17,,,22.021885,0.490138,20.798647,0.052601,20.354332,0.054511,20.018427,0.069409,20.030197,0.309374,0.065887,0.024515,,,,,,,
,,,,,5.88015509276e+17,,,25.820782,1.348567,21.981709,0.135118,20.927906,0.080074,20.478046,0.08837,20.39662,0.374146,0.15431,0.03037,,,,,,,
,,,,,5.88015509276e+17,,,22.552992,0.599857,21.587759,0.081796,20.385561,0.041976,19.932224,0.04472,19.559431,0.142718,0.285851,0.079535,,,,,,,
SE,1.0,191.0,,,,,,,,,,,,,,,,,,,,,,,c16p23+0p06,0.27001
