tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err
NE,3.0,37.0,250.098369831,46.7223056944,1.23765171587e+18,250.099072697,46.7221434827,22.80767,0.4129383,20.5573,0.02934142,19.22289,0.01568432,18.67964,0.01555068,18.37617,0.03838938,0.211119,0.012885,,,,,,c250p08+46p7,0.0,0.22286,0.00021
NE,3.0,120.0,250.08666203,46.7118890278,1.23765171587e+18,250.086480691,46.7122115978,22.35914,1.617531,19.19893,0.04368402,17.82145,0.02168186,17.26029,0.02218325,17.21195,0.0758953,0.403765,0.100007,,,,,,c250p08+46p7,0.0,0.2216,0.00017
NE,3.0,181.0,250.09549571,46.7050834722,1.23765171587e+18,250.096116045,46.705091144,20.64489,0.07452701,19.22334,0.01201704,18.3904,0.009303419,18.0218,0.01042618,17.80983,0.02709083,0.090082,0.033672,,,,,,c250p08+46p7,0.0,0.21909,8e-05
NE,3.0,184.0,250.104204042,46.70511125,1.23765171587e+18,250.103589218,46.7051086997,22.68437,0.5208469,20.50355,0.03709512,19.09086,0.01833447,18.61455,0.01948866,18.35424,0.05208924,0.219562,0.026464,,,,,,c250p08+46p7,0.0,0.21103,0.00016
NW,1.0,32.0,250.044328113,46.7233056944,1.23765171587e+18,250.044036055,46.7229612098,22.56246,0.3523831,20.69116,0.03405321,19.18174,0.01590186,18.69061,0.01624179,18.29207,0.03679319,0.24491,0.01316,,,,,,,,,
NW,1.0,50.0,250.054619867,46.72161125,1.23765171587e+18,250.054325758,46.7217068392,23.1758,0.5653797,20.76958,0.03406117,19.3663,0.01729028,18.85091,0.01739572,18.62504,0.045926,0.212633,0.016368,,,,,,c250p08+46p7,0.0,0.2289,0.00016
NW,1.0,79.0,250.054661705,46.7182501389,1.23765171587e+18,250.054345529,46.7184209495,20.48698,0.05852578,19.71629,0.01519862,19.11794,0.01376558,18.80784,0.01640331,18.71487,0.04914994,0.200142,0.029262,,,,,,c250p08+46p7,0.0,0.22968,7e-05
NW,1.0,81.0,250.060453372,46.7182501389,1.23765171587e+18,250.060719251,46.7179177816,24.38213,0.8283988,21.88513,0.06915224,20.48732,0.03455358,19.92621,0.03350303,19.5099,0.07718021,0.235404,0.039341,,,,,,c250p08+46p7,1.0,0.22487,0.00021
NW,1.0,128.0,250.070661967,46.71311125,1.23765171587e+18,250.070228393,46.7133459382,23.14186,0.4688433,21.66039,0.06320382,20.3068,0.03235758,19.77639,0.03271233,19.50238,0.08644713,0.256447,0.034768,,,,,,c250p08+46p7,1.0,0.22809,0.00014
NW,1.0,215.0,250.070662496,46.7027501389,1.23765171587e+18,250.071084592,46.7031322678,21.62899,0.1690526,20.51056,0.03056263,19.20835,0.01667746,18.72092,0.0174403,18.34516,0.04137174,0.30839,0.059579,,,,,,c250p08+46p7,1.0,0.258,0.00025
NW,2.0,33.0,250.045786471,46.7228334722,1.23765171587e+18,250.045796881,46.7228286568,24.37566,4.471046,20.05852,0.0650354,19.32603,0.05681185,19.13399,0.0808651,22.97132,4.242066,0.108063,0.083528,,,,,,c250p08+46p7,1.0,0.22283,0.0001
NW,2.0,56.0,250.070578227,46.7210834722,1.23765171587e+18,250.069977167,46.7208708347,22.02986,0.1833327,21.44531,0.0518497,20.91259,0.05261303,20.67053,0.06839881,20.25408,0.162276,0.302508,0.130538,,,,,,c250p08+46p7,1.0,0.23498,0.00015
NW,2.0,70.0,250.069203312,46.7194168056,1.23765171587e+18,250.069200755,46.7193245568,25.36248,0.7591358,21.99248,0.08256564,20.69617,0.04402775,20.22497,0.04712232,20.14693,0.1514318,0.251977,0.037345,,,,,,c250p08+46p7,1.0,0.21673,0.00018
NW,2.0,81.0,250.0589534,46.7176945833,1.23765171587e+18,250.059084609,46.7180568984,23.60049,0.703141,20.59037,0.0286121,19.19839,0.01468216,18.68755,0.01490163,18.3453,0.03509173,0.220705,0.015865,,,,,,c250p08+46p7,0.0,0.22515,0.00014
NW,2.0,156.0,250.066245509,46.7090279167,1.23765171587e+18,250.0658665,46.708743367,22.35355,0.2920256,20.33304,0.02537923,18.87897,0.01254867,18.32234,0.01241489,17.97561,0.02867949,0.242574,0.015199,,,,,,c250p08+46p7,0.0,0.2281,0.00017
NW,2.0,163.0,250.04445393,46.7073056944,1.23765171587e+18,250.044525722,46.7070168742,23.50965,0.6732466,21.67359,0.06801499,20.41314,0.03761437,19.79213,0.03550553,19.5873,0.1015768,0.222463,0.025583,,,,,,,,,
NW,3.0,1.0,250.03857799,46.7257223611,1.23765171587e+18,250.039140072,46.7258339365,21.64122,0.1582797,19.98196,0.0189076,19.14919,0.01487052,18.83541,0.01754612,18.63478,0.04889013,0.102619,0.033405,,,,,,,,,
NW,3.0,33.0,250.047244833,46.7222779167,1.23765171587e+18,250.047765037,46.7222104058,23.73914,0.7738739,20.66696,0.03088965,19.11188,0.01411888,18.5579,0.01366373,18.19141,0.0310585,0.27485,0.016921,,,,,,c250p08+46p7,0.0,0.22494,0.0002
NW,3.0,65.0,250.056036677,46.7188056944,1.23765171587e+18,250.056470883,46.7191156424,23.61837,0.6339553,21.6912,0.06215032,20.4879,0.03639343,20.0268,0.03848824,19.82656,0.1080727,0.237249,0.034569,,,,,,c250p08+46p7,1.0,0.13193,6e-05
NW,3.0,74.0,250.039953431,46.7170834722,1.23765171587e+18,250.039932075,46.7175817747,23.5713,0.593933,21.74414,0.06234358,20.34168,0.03139408,19.82899,0.0313137,19.48192,0.076676,0.22532,0.012007,,,,,,c250p08+46p7,1.0,0.17349,0.00012
NW,3.0,122.0,250.053162023,46.7120279167,1.23765171587e+18,250.052648171,46.712411312,24.3905,0.9907216,21.0981,0.0422347,19.65624,0.02037835,19.07901,0.01965348,18.80722,0.05025477,0.264061,0.025682,,,,,,c250p08+46p7,0.0,0.22701,0.00013
NW,3.0,144.0,250.07507878,46.7102501389,1.23765171587e+18,250.075486744,46.7099924581,24.39397,0.91364,20.81373,0.03151925,19.27397,0.01457689,18.76156,0.01464281,18.37544,0.03283104,0.28881,0.045164,,,,,,c250p08+46p7,1.0,0.20795,0.00021
NW,3.0,149.0,250.047287204,46.7084723611,1.23765171587e+18,250.047461506,46.7086987653,23.72053,0.8335376,21.35945,0.05637851,20.02493,0.0293979,19.47749,0.02937186,19.12146,0.07309856,0.206119,0.014774,,,,,,c250p08+46p7,1.0,0.08443,0.00018
NW,3.0,189.0,250.037245804,46.7032501389,1.23765171587e+18,250.037894415,46.703164696,22.77427,0.4075507,21.75273,0.07709763,20.46465,0.04156386,19.97192,0.04451716,19.62251,0.1140441,0.323595,0.07175,,,,,,,,,
NW,3.0,194.0,250.051704133,46.7033334722,1.23765171587e+18,250.051857767,46.7035806825,23.95782,1.052727,21.73223,0.08383213,20.89295,0.06752997,20.60623,0.1038992,20.08215,0.1911008,0.160574,0.054187,,,,,,,,,
NW,3.0,223.0,250.05170431,46.69986125,1.23765171587e+18,250.051844004,46.6998894983,22.98742,0.4414404,20.99824,0.03846352,19.67969,0.02062753,19.16272,0.02105045,18.8085,0.05081399,0.201734,0.012499,,,,,,,,,
SE,1.0,4.0,250.086662641,46.6999168056,1.23765171587e+18,250.086143807,46.6998336829,25.05015,0.7497844,21.8136,0.06295539,20.48198,0.03299756,20.01938,0.03487743,19.54966,0.0773293,0.215144,0.036303,,,,,,c250p08+46p7,0.0,0.23406,0.00011
SE,1.0,50.0,250.093954574,46.6946945833,1.23765171587e+18,250.093694837,46.6950925594,23.85136,0.6516481,21.93915,0.06909638,20.50613,0.03329761,19.96952,0.03323371,19.56818,0.07815943,0.235072,0.01525,,,,,,c250p08+46p7,1.0,0.23764,0.00016
SE,1.0,107.0,250.091079925,46.6878056944,1.23765171587e+18,250.091266172,46.6877670056,21.86435,0.237634,20.20023,0.02752911,18.82319,0.0139394,18.32191,0.01445042,17.94239,0.03379044,0.244886,0.038417,,,,,,c250p08+46p7,0.0,0.18662,0.00012
SE,1.0,136.0,250.091038431,46.6844168056,1.23765171587e+18,250.090658015,46.6841865022,22.62835,0.3689777,21.36406,0.05681908,20.01401,0.0291147,19.55624,0.03163125,19.27456,0.08410976,0.292907,0.053204,,,,,,,,,
SE,1.0,147.0,250.08083019,46.68261125,1.23765171587e+18,250.080597658,46.6825880537,21.73197,0.1905614,19.68808,0.0172646,18.38598,0.009692833,17.86271,0.009782664,17.48722,0.02172713,0.193781,0.010389,,,,,,c250p08+46p7,0.0,0.18642,7e-05
SE,1.0,211.0,250.098413874,46.6757223611,1.23765171587e+18,250.098439327,46.6756173164,23.53074,0.8636399,20.4484,0.03062296,19.06132,0.0156354,18.55721,0.01627852,18.17675,0.03829679,0.220366,0.017735,,,,,,c250p08+46p7,0.0,0.23247,0.00011
SE,1.0,214.0,250.106955535,46.6758334722,1.23765171587e+18,250.10758215,46.6758942777,22.48552,0.3062129,20.38661,0.02521337,19.03345,0.01338873,18.54781,0.01388501,18.2366,0.03365873,0.235368,0.022983,,,,,,c250p08+46p7,0.0,0.22715,0.00019
SE,2.0,69.0,250.105663019,46.6925001389,1.23765171587e+18,250.105892222,46.6922775432,21.61677,0.2029989,20.23175,0.0291468,19.43877,0.02339232,19.1729,0.03001513,18.8776,0.08079362,0.191272,0.044513,,,,,,,,,
SE,2.0,113.0,250.107079952,46.6872779167,1.23765171587e+18,250.106522309,46.6873012714,23.80389,0.6102419,21.93938,0.06729031,20.51372,0.03281088,20.08922,0.03561416,19.59213,0.07783339,0.22647,0.018049,,,,,,c250p08+46p7,0.0,0.22211,0.00017
SE,2.0,165.0,250.089621971,46.68036125,1.23765171587e+18,250.089805127,46.6799538777,20.91082,0.1155264,19.38073,0.01548139,18.59401,0.01241246,18.10977,0.01327479,17.95273,0.03873995,0.13288,0.033766,,,,,,c250p08+46p7,1.0,0.21102,0.00014
SE,2.0,172.0,250.109996967,46.6804445833,1.23765171587e+18,250.109513813,46.6807712161,25.49994,0.6112617,21.86991,0.06604459,20.58898,0.0361993,20.168,0.04002596,19.81417,0.09978247,0.196623,0.019851,,,,,,,,,
SE,3.0,18.0,250.085121117,46.69711125,1.23765171587e+18,250.085350632,46.6968269383,22.27735,0.2934597,20.22239,0.02482578,18.79731,0.01243065,18.24728,0.01238107,17.82934,0.02729589,0.222451,0.01416,,,,,,c250p08+46p7,0.0,0.23473,0.00012
SE,3.0,77.0,250.088163138,46.6901668056,1.23765171587e+18,250.088544709,46.6902819882,21.40173,0.1509739,19.42841,0.01480207,18.20861,0.008808782,17.72383,0.009128951,17.37321,0.0205036,0.176464,0.009447,,,,,,c250p08+46p7,0.0,0.18924,6e-05
SE,3.0,118.0,250.080871736,46.6849723611,1.23765171587e+18,250.080907881,46.6847312945,24.42299,0.927928,20.68477,0.02868301,19.39733,0.01601793,18.87791,0.01616994,18.56376,0.03885056,0.217464,0.037794,,,,,,c250p08+46p7,0.0,0.22381,0.00021
SE,3.0,176.0,250.080830417,46.6781390278,1.23765171587e+18,250.080132023,46.678092701,22.22324,0.24563,20.7581,0.03326762,19.35801,0.01685172,18.87948,0.01766974,18.42592,0.03899921,0.273711,0.045403,,,,,,c250p08+46p7,0.0,0.21666,8e-05
SW,1.0,15.0,250.037204399,46.69811125,1.23765171587e+18,250.037811849,46.6979099478,24.45764,0.8970059,21.19199,0.04057726,19.86415,0.02157367,19.36006,0.02199357,19.04066,0.05458268,0.273854,0.073708,,,,,,,,,
SW,1.0,51.0,250.057579572,46.6947223611,1.23765171587e+18,250.058114044,46.69441561,23.34421,0.518977,21.51941,0.0531973,20.24344,0.02920148,19.73645,0.03017676,19.3523,0.07295099,0.190474,0.011893,,,,,,,,,
SW,1.0,122.0,250.05316334,46.6861945833,1.23765171587e+18,250.053279627,46.6860930833,22.29291,0.3349522,19.61656,0.01727302,18.21663,0.009048221,17.68965,0.009137996,17.35791,0.02099095,0.235203,0.021303,,,,,,c250p08+46p7,0.0,0.23401,7e-05
SW,1.0,243.0,250.067830712,46.67236125,1.23765171587e+18,250.067635684,46.672279688,23.95082,0.8707407,21.61524,0.06450848,20.27618,0.03341718,19.7821,0.03514948,19.38272,0.08534768,0.196664,0.012944,,,,,,c250p08+46p7,1.0,0.22781,0.00018
SW,1.0,246.0,250.076497376,46.6724168056,1.23765171587e+18,250.076571021,46.6724824746,20.68726,0.100543,18.70031,0.01034051,17.51125,0.006408107,17.05443,0.006735415,16.75562,0.01533261,0.189014,0.013477,7.05953571212e+17,250.07658,46.672478,0.1890255,3.032739e-05,c250p08+46p7,0.0,0.1874,0.00022
SW,2.0,98.0,250.066204862,46.6890279167,1.23765171587e+18,250.065643091,46.6892716109,23.09849,0.4681095,21.35796,0.04971333,20.03284,0.02621029,19.50967,0.02697532,19.17426,0.06843437,0.212217,0.014625,,,,,,c250p08+46p7,0.0,0.22434,0.00013
SW,3.0,22.0,250.057496123,46.6970001389,1.23765171587e+18,250.058178357,46.6970675125,19.98172,0.06671327,18.44205,0.009158663,17.63197,0.007238933,17.17569,0.00778072,16.85882,0.01878272,0.082587,0.024643,7.05954670723e+17,250.05819,46.697063,0.1108802,2.170777e-05,c250p08+46p7,0.0,0.11073,0.00011
,,,,,1.23765171587e+18,,,23.03449,0.4054757,21.46106,0.0515013,20.14971,0.02758102,19.62869,0.0276549,19.21037,0.06349189,0.229833,0.048251,,,,,,,,,
,,,,,1.23765171587e+18,,,22.8505,0.4132216,20.85516,0.0361088,19.4681,0.01831523,18.88991,0.01756681,18.55569,0.04248094,0.220343,0.014423,,,,,,,,,
,,,,,1.23765171587e+18,,,21.00172,0.07841393,20.80647,0.03076888,20.82522,0.04751059,20.23254,0.04517293,20.31466,0.1634843,0.588154,0.135598,,,,,,,,,
,,,,,1.23765171587e+18,,,22.44168,0.3002354,20.36996,0.02541384,18.99357,0.01321315,18.46957,0.0132131,18.13485,0.03099055,0.221481,0.017051,,,,,,,,,
,,,,,1.23765171587e+18,,,22.56764,0.3641382,20.6789,0.03396773,19.33142,0.01760651,18.83419,0.01844276,18.60905,0.05073995,0.219737,0.021616,,,,,,,,,
,,,,,1.23765171587e+18,,,23.89964,0.9135881,21.49022,0.06326377,20.14077,0.03266746,19.75513,0.03706457,19.23523,0.08047345,0.235154,0.022478,,,,,,,,,
,,,,,1.23765171587e+18,,,21.90074,0.3563792,19.95968,0.04202721,18.4373,0.01638419,17.92105,0.0146994,17.69701,0.03541634,0.333727,0.039692,,,,,,,,,
,,,,,1.23765171587e+18,,,23.64874,0.6829704,21.51596,0.05592638,20.09028,0.02778277,19.59563,0.02807242,19.20555,0.06672863,0.219661,0.009882,,,,,,,,,
,,,,,1.23765171587e+18,,,22.29653,0.2620696,20.42818,0.02611263,18.93208,0.01270117,18.48619,0.03527879,18.11938,0.03018466,0.32021,0.061553,,,,,,,,,
,,,,,1.23765171587e+18,,,22.27211,0.2761052,20.13715,0.02184327,18.81928,0.01202636,18.32468,0.01230904,18.00744,0.029842,0.210408,0.014506,,,,,,,,,
,,,,,1.23765171587e+18,,,23.66835,0.6898379,21.68457,0.06398182,20.58009,0.04104009,20.06989,0.04166632,19.75436,0.108457,0.161496,0.017479,,,,,,,,,
,,,,,1.23765171587e+18,,,24.44546,1.042092,21.15224,0.04500895,19.83177,0.02419941,19.29556,0.02393123,18.96593,0.05940003,0.204839,0.01747,,,,,,,,,
,,,,,1.23765171587e+18,,,22.67461,0.3165545,21.97109,0.08045657,21.34967,0.0781614,21.05316,0.09530619,20.75524,0.249037,0.254197,0.038534,,,,,,,,,
,,,,,1.23765171587e+18,,,24.27869,1.424206,21.14969,0.06697784,20.53728,0.06061208,20.23931,0.07440547,21.73788,0.8951829,0.148093,0.110719,,,,,,,,,
,,,,,1.23765171587e+18,,,22.31691,0.223019,20.811,0.03018984,20.70719,0.04328572,20.60824,0.06231083,21.29577,0.3705438,0.044087,0.055153,,,,,,,,,
,,,,,1.23765171587e+18,,,20.67321,0.09819369,19.32331,0.01615385,18.51784,0.01221731,18.08674,0.01377121,17.80613,0.03682278,0.125788,0.020418,,,,,,,,,
,,,,,1.23765171587e+18,,,25.1206,0.8995164,21.24511,0.04610663,19.88536,0.02366432,19.41744,0.02501581,19.21004,0.07033624,0.254356,0.029991,,,,,,,,,
,,,,,1.23765171587e+18,,,22.2797,0.2617015,20.30013,0.02358091,19.07853,0.01374916,18.56614,0.01400062,18.26414,0.0346649,0.18814,0.016446,,,,,,,,,
,,,,,1.23765171587e+18,,,20.40378,0.1792187,18.53614,0.01694372,17.38938,0.01037614,16.96784,0.0117546,16.7524,0.03346946,0.227921,0.023754,,,,,,,,,
,,,,,1.23765171587e+18,,,23.29724,0.7130868,20.47843,0.03125486,19.20567,0.0173219,18.66285,0.01743999,18.45288,0.04769243,0.190816,0.017172,,,,,,,,,
,,,,,1.23765171587e+18,,,24.63078,0.904211,21.83463,0.06817688,20.50969,0.03606997,19.97188,0.03605999,19.72552,0.09840827,0.208677,0.014064,,,,,,,,,
,,,,,1.23765171587e+18,,,22.85398,0.3359816,21.19559,0.03991366,19.86069,0.02102512,19.30087,0.02032421,18.98421,0.05001644,0.235965,0.021889,,,,,,,,,
,,,,,1.23765171587e+18,,,23.37815,0.5641078,21.08068,0.03984836,19.70823,0.02042357,19.16985,0.02022398,18.83116,0.04905487,0.220059,0.011347,,,,,,,,,
,,,,,1.23765171587e+18,,,21.55882,0.208856,21.95072,0.1356183,20.79982,0.0806161,19.76456,0.05343251,19.41888,0.1386303,0.682635,0.104794,,,,,,,,,
,,,,,1.23765171587e+18,,,22.60471,0.3002959,21.50638,0.05452274,20.19773,0.02925706,19.74519,0.031418,19.37306,0.07700095,0.271983,0.073487,,,,,,,,,
,,,,,1.23765171587e+18,,,23.74992,0.8214712,21.75929,0.07777691,20.4459,0.04108872,19.82041,0.03860838,19.69892,0.1192753,0.214508,0.044211,,,,,,,,,
,,,,,1.23765171587e+18,,,22.85603,0.3403454,21.40679,0.04767336,20.09178,0.0255691,19.59557,0.02621503,19.41036,0.07383647,0.239608,0.048197,,,,,,,,,
,,,,,1.23765171587e+18,,,23.94408,0.8488982,21.48295,0.05625847,20.21791,0.03112847,19.78544,0.03461372,19.67524,0.1082081,0.232352,0.044603,,,,,,,,,
,,,,,1.23765171587e+18,,,19.76882,0.0450582,18.97357,0.01139725,18.32519,0.01002721,18.02946,0.01217597,17.82301,0.03348545,0.225093,0.031628,,,,,,,,,
,,,,,1.23765171587e+18,,,22.39837,0.3477977,19.84953,0.01961492,18.3969,0.009935468,17.86588,0.009886093,17.48722,0.02193862,0.234015,0.015441,,,,,,,,,
,,,,,1.23765171587e+18,,,20.93196,0.121958,19.70696,0.02077922,18.69591,0.01428132,18.21412,0.01497493,17.91759,0.03819871,0.209389,0.023425,,,,,,,,,
,,,,,1.23765171587e+18,,,22.91746,0.479426,20.99751,0.04271482,19.77582,0.02495988,19.24852,0.024878,18.87789,0.06000846,0.180805,0.013865,,,,,,,,,
,,,,,1.23765171587e+18,,,22.8644,0.3943461,21.5759,0.06022461,20.22241,0.03160249,19.65043,0.03048342,19.38755,0.08225204,0.272456,0.052311,,,,,,,,,
,,,,,1.23765171587e+18,,,24.43575,1.118243,21.51942,0.06445,20.31133,0.03798179,19.73501,0.03639192,19.34643,0.08902162,0.148914,0.016828,,,,,,,,,
,,,,,1.23765171587e+18,,,22.74996,0.3336709,21.05495,0.0377867,19.68399,0.01996891,19.18397,0.01998563,18.82809,0.04740053,0.232379,0.030566,,,,,,,,,
,,,,,1.23765171587e+18,,,22.48208,0.359985,20.60061,0.03385428,19.20736,0.01741568,18.70423,0.01764585,18.36786,0.04350726,0.225705,0.014378,,,,,,,,,
,,,,,1.23765171587e+18,,,22.52239,0.2716859,21.52899,0.0541661,20.72918,0.0455138,20.58567,0.06200385,20.36209,0.1759973,0.299426,0.113923,,,,,,,,,
,,,,,1.23765171587e+18,,,23.38588,0.6215447,21.29437,0.05038567,19.87875,0.02524996,19.43469,0.02678945,19.12368,0.06812491,0.210855,0.015962,,,,,,,,,
,,,,,1.23765171587e+18,,,22.66786,0.412311,21.31764,0.05920333,19.96841,0.03092538,19.42597,0.03076828,18.96803,0.0702682,0.293452,0.049015,,,,,,,,,
,,,,,1.23765171587e+18,,,25.54831,0.6110275,21.67967,0.05767545,20.33348,0.03064915,19.81159,0.03011287,19.67246,0.08768808,0.265394,0.043074,,,,,,,,,
,,,,,1.23765171587e+18,,,23.06225,0.38262,21.12184,0.03585726,20.1891,0.02647317,19.86283,0.03019264,19.60846,0.07972773,0.163971,0.024497,,,,,,,,,
,,,,,1.23765171587e+18,,,23.71373,1.001121,21.54908,0.07821001,20.24598,0.04200167,19.63306,0.03949918,19.58832,0.1313924,0.210577,0.030595,,,,,,,,,
,,,,,1.23765171587e+18,,,23.29441,0.5244815,21.95061,0.07866928,20.39664,0.03473303,19.90207,0.03566518,19.58001,0.09164902,0.334231,0.040131,,,,,,,,,
,,,,,1.23765171587e+18,,,23.47913,0.6114585,21.63754,0.06211115,20.81035,0.05039606,20.62212,0.06714346,20.16914,0.1560646,0.203026,0.071954,,,,,,,,,
,,,,,1.23765171587e+18,,,24.44587,0.8363456,21.26199,0.0409096,19.95232,0.02213972,19.46474,0.02291268,19.25144,0.06274018,0.209195,0.021765,,,,,,,,,
,,,,,1.23765171587e+18,,,22.05575,0.2194895,19.77584,0.01672188,18.54644,0.009898249,18.05012,0.01008114,17.75666,0.02366901,0.187536,0.012481,,,,,,,,,
,,,,,1.23765171587e+18,,,24.91416,0.8728929,21.13938,0.03934038,19.68744,0.01920631,19.13652,0.01888925,18.8062,0.04578675,0.248529,0.025161,,,,,,,,,
,,,,,1.23765171587e+18,,,23.73218,0.9643655,20.88008,0.04312106,19.69597,0.02562531,19.22084,0.02737411,18.79229,0.06346739,0.155463,0.016233,,,,,,,,,
,,,,,1.23765171587e+18,,,21.32373,0.1344229,20.4401,0.02943852,19.66591,0.02425604,19.25121,0.02786722,18.83545,0.06755156,0.251763,0.036845,,,,,,,,,
,,,,,1.23765171587e+18,,,22.74318,0.3364201,20.90504,0.0341119,19.49765,0.01722915,18.97117,0.01719897,18.534,0.03818408,0.227574,0.01467,,,,,,,,,
,,,,,1.23765171587e+18,,,22.78665,0.3293546,20.73129,0.0286205,19.31767,0.01454264,18.78259,0.01449567,18.41718,0.03350282,0.226036,0.015581,,,,,,,,,
,,,,,1.23765171587e+18,,,21.65,0.1423383,20.71552,0.0297414,19.86356,0.02284308,19.41191,0.02477639,19.13569,0.06589437,0.211097,0.040097,,,,,,,,,
,,,,,1.23765171587e+18,,,22.79815,0.3125367,21.38553,0.04452568,20.52644,0.03408941,20.06414,0.03570324,19.79251,0.0943336,0.15363,0.022143,,,,,,,,,
,,,,,1.23765171587e+18,,,22.16613,0.1999917,21.78382,0.06587342,21.36607,0.07425576,21.0486,0.09110636,22.26658,0.7091486,0.303103,0.138909,,,,,,,,,
,,,,,1.23765171587e+18,,,22.10199,0.249137,21.2477,0.05469542,20.58078,0.04927515,20.36242,0.06611319,20.25168,0.2300323,0.228456,0.061175,,,,,,,,,
,,,,,1.23765171587e+18,,,22.61268,0.3017769,21.82366,0.07223501,20.42578,0.03561376,19.95684,0.03746524,19.64897,0.09740386,0.38928,0.067742,,,,,,,,,
,,,,,1.23765171587e+18,,,24.73073,0.8158949,21.59174,0.05284425,20.2426,0.02752618,19.7003,0.02698129,19.27212,0.06168392,0.211855,0.028654,,,,,,,,,
