tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err,separation,interloper,LOSV,LOSV_err
NW,2.0,68.0,260.596519174,32.1494168056,1.2376655693e+18,260.59675005,32.1493458388,22.90419,0.5277233,21.96993,0.1101606,20.99795,0.06435802,20.6293,0.06660611,20.3836,0.2095225,0.280818,0.087657,,,,,,c260p61+32p13,1.0,0.27979,0.00018,0.334676200045,YES,13188.6166867,87.8174559945
NW,2.0,116.0,260.607144302,32.1441945833,1.2376655693e+18,260.606560037,32.1443191229,20.10215,0.090615,18.6776,0.01542992,17.79746,0.009382638,17.33811,0.009080756,17.06851,0.023361,0.15626,0.020161,,,,,,c260p61+32p13,0.0,0.16848,0.00011,0.135481316069,YES,-13964.052832,53.6662231078
NW,2.0,148.0,260.579977761,32.1390279167,1.2376655693e+18,260.579989728,32.1391113978,23.05886,0.6585776,20.37889,0.03233067,18.97921,0.01388843,18.42046,0.01247358,18.11316,0.03277889,0.241757,0.029532,,,,,,c260p61+32p13,0.0,0.22448,9e-05,0.376733279468,NO,-303.559677303,43.9087279973
NW,2.0,161.0,260.576477804,32.1372779167,1.2376655693e+18,260.576204418,32.1367602219,22.80812,0.497914,21.04389,0.05238084,19.58676,0.02080098,19.0516,0.0189948,18.68694,0.04944006,0.245868,0.021559,,,,,,c260p61+32p13,0.0,0.22032,0.0002,0.40649966799,NO,-1318.33916879,97.574951105
NW,2.0,163.0,260.581227803,32.1373056944,1.2376655693e+18,260.581496465,32.1375753806,22.49892,0.3676111,20.81341,0.04073034,19.46901,0.01799386,18.99489,0.01705643,18.68151,0.04550287,0.235925,0.039351,,,,,,c260p61+32p13,0.0,0.21432,0.00013,0.343927808127,YES,-2781.96343537,63.4237182183
NW,3.0,26.0,260.601227394,32.1540279167,1.2376655693e+18,260.601210351,32.1535148997,22.50233,0.3693586,20.29382,0.02763977,19.16371,0.01471803,18.67357,0.01380032,18.33218,0.03483751,0.147664,0.010262,,,,,,c260p61+32p13,0.0,0.16801,0.00028,0.241357333278,YES,-14078.7033996,136.604931547
NW,3.0,50.0,260.589477481,32.1505001389,1.2376655693e+18,260.589479792,32.1507914496,23.43537,0.9546684,20.36551,0.03398784,19.01627,0.01520368,18.45677,0.01359279,18.13893,0.03547526,0.201975,0.014776,,,,,,c260p61+32p13,0.0,0.22595,0.0002,0.355503468312,NO,55.0282680085,97.574951105
NW,3.0,184.0,260.597727857,32.13511125,1.2376655693e+18,260.597726815,32.1351401318,21.91056,0.2555498,20.80512,0.04811145,19.96227,0.03103985,19.65697,0.03498179,19.46743,0.1094668,0.239555,0.046777,,,,,,c260p61+32p13,1.0,0.26281,0.00014,0.196342738423,YES,9046.56001234,68.3024657735
NW,3.0,206.0,260.581227943,32.1315834722,1.2376655693e+18,260.581251589,32.13112838,22.57113,0.331636,21.36257,0.05538199,20.94261,0.04951756,20.72667,0.0593006,20.78366,0.2369351,0.032015,0.020726,,,,,,c260p61+32p13,1.0,0.21854,8e-05,0.346378852337,NO,-1752.54770121,39.029980442
SE,1.0,202.0,260.641020137,32.1100001389,1.2376655693e+18,260.641220907,32.1098189879,21.11838,0.1671109,19.69868,0.02371462,18.67548,0.01359708,18.1466,0.01244455,17.75139,0.0308987,0.164422,0.024404,,,,,,c260p61+32p13,1.0,0.22026,0.00012,0.42156307253,NO,-1332.97541146,58.544970663
SE,2.0,91.0,260.617394858,32.1214445833,1.2376655693e+18,260.617615244,32.1217020205,23.99585,0.8809519,21.68745,0.06862334,20.28513,0.02762248,19.78024,0.02587544,19.43633,0.06983973,0.21263,0.011071,,,,,,c260p61+32p13,0.0,0.2135,0.00013,0.143821551507,YES,-2981.99208514,63.4237182183
SE,2.0,189.0,260.609270154,32.1093334722,1.2376655693e+18,260.609424292,32.1092171619,24.22592,1.343736,21.946,0.1176098,20.64281,0.04991547,20.13042,0.04731164,19.82712,0.1371102,0.197033,0.01424,,,,,,c260p61+32p13,1.0,0.28967,0.00025,0.370285437414,YES,15598.717979,121.968688881
SE,2.0,226.0,260.628061902,32.1059723611,1.2376655693e+18,260.628296945,32.1061883222,21.99876,0.2452316,21.422,0.07044721,20.59628,0.04496329,20.03203,0.04135833,19.6594,0.1101693,0.435689,0.135342,,,,,,c260p61+32p13,1.0,0.24818,8e-05,0.411455429961,YES,5477.75617567,39.029980442
SE,3.0,45.0,260.612728078,32.1260556944,1.2376655693e+18,260.612991506,32.1265327498,23.60768,0.7151267,21.17871,0.04703168,19.77215,0.01979443,19.30466,0.01891085,18.96693,0.0486411,0.219844,0.014282,,,,,,c260p61+32p13,0.0,0.22098,0.00031,0.0777288338884,NO,-1157.34049947,151.241174213
SE,3.0,171.0,260.636353413,32.11236125,1.2376655693e+18,260.636582074,32.1121382489,22.00476,0.2868727,21.06926,0.05971735,20.61113,0.05338848,20.61456,0.07957187,20.68521,0.3158098,0.074844,0.067005,,,,,,c260p61+32p13,0.0,0.2261,5e-05,0.372173720765,NO,91.6188746728,24.3937377763
SW,1.0,160.0,260.578561718,32.1135279167,1.2376655693e+18,260.579094952,32.1138064841,23.96882,1.060511,20.99771,0.0477945,19.60341,0.02021065,19.07679,0.01850869,18.65627,0.04504643,0.206227,0.016094,,,,,,c260p61+32p13,0.0,0.22622,9e-05,0.451831073365,NO,120.891360004,43.9087279973
SW,1.0,203.0,260.611645133,32.1101945833,1.2376655693e+18,260.612164759,32.1102068899,22.28464,0.3822612,19.68061,0.02109025,18.28971,0.009617138,17.7685,0.008857979,17.4178,0.02094813,0.21634,0.014236,,,,,,c260p61+32p13,0.0,0.2256,0.00016,0.292622023328,NO,-30.3498142084,78.059960884
SW,1.0,214.0,260.603270177,32.1083890278,1.2376655693e+18,260.603208342,32.1083900057,22.87314,0.4522297,21.81632,0.08590782,20.92927,0.05224417,20.46663,0.05110139,19.95395,0.12588,0.328417,0.083265,,,,,,c260p61+32p13,1.0,0.23343,0.00014,0.343927965198,NO,1879.67985367,68.3024657735
SW,2.0,121.0,260.588019939,32.1181390278,1.2376655693e+18,260.587591477,32.118124915,22.6009,0.4448898,20.88919,0.04806327,19.58708,0.02129648,19.12818,0.0207124,18.88448,0.06041944,0.248713,0.031917,,,,,,c260p61+32p13,0.0,0.22934,0.00016,0.345532399066,NO,881.975978624,78.059960884
SW,3.0,5.0,260.589102948,32.1313890278,1.2376655693e+18,260.589347092,32.131578155,24.15788,0.9305342,21.16284,0.04444894,19.97889,0.02197105,19.54782,0.02158218,19.15201,0.05487381,0.1578,0.024947,,,,,,c260p61+32p13,0.0,0.1781,0.00024,0.220198460759,YES,-11617.3752579,117.089941326
SW,3.0,23.0,260.597394657,32.1296668056,1.2376655693e+18,260.597914791,32.1297767173,21.63453,0.217414,20.2515,0.03214235,19.62209,0.02486261,19.2457,0.02596477,19.04481,0.07911069,0.088452,0.023257,,,,,,c260p61+32p13,0.0,0.17714,6e-05,0.143727862716,YES,-11851.5551406,29.2724853315
SW,3.0,53.0,260.599853076,32.1261668056,1.2376655693e+18,260.599561145,32.1257857575,21.92654,0.1776658,21.29934,0.04788914,20.45096,0.02999731,20.13543,0.03243669,19.76323,0.08747822,0.346669,0.045493,,,,,,c260p61+32p13,1.0,0.35931,6e-05,0.244107437397,YES,32586.5169664,29.2724853315
SW,3.0,58.0,260.611644742,32.1261668056,1.2376655693e+18,260.61172197,32.1262654015,26.11178,0.5508303,20.89109,0.04236153,19.46189,0.01786959,18.93702,0.01632871,18.64545,0.04291567,0.233617,0.021625,,,,,,c260p61+32p13,0.0,0.22378,0.00014,0.0836295368368,NO,-474.315841736,68.3024657735
SW,3.0,89.0,260.582103203,32.1209723611,1.2376655693e+18,260.581987926,32.1211009856,24.27038,1.08812,21.24662,0.05503694,19.8262,0.02252642,19.25699,0.01968896,18.91161,0.05165528,0.244142,0.043,,,,,,c260p61+32p13,0.0,0.22581,0.00013,0.377603245942,NO,20.8770351217,63.4237182183
SW,3.0,144.0,260.60931166,32.1158890278,1.2376655693e+18,260.609720761,32.1155366591,22.31944,0.2821261,21.41316,0.0592368,20.23819,0.02881144,19.78504,0.02828052,19.5426,0.08361869,0.333827,0.066978,,,,,,c260p61+32p13,1.0,0.22919,0.00015,0.228834778368,NO,845.385371959,73.1812133288
SW,3.0,146.0,260.579811706,32.1140279167,1.2376655693e+18,260.580226504,32.1137301735,22.69748,0.4874288,20.40739,0.03391552,19.04408,0.01493366,18.49914,0.01350561,18.13091,0.03351397,0.206812,0.013447,,,,,,c260p61+32p13,0.0,0.2258,0.00012,0.441281926455,NO,18.4376613441,58.544970663
SW,3.0,162.0,260.583353412,32.1123890278,1.2376655693e+18,260.582750418,32.1122494836,22.88944,0.5286047,20.76565,0.04109555,19.95482,0.0271002,19.49462,0.02642347,19.37426,0.08762919,0.113949,0.043479,,,,,,c260p61+32p13,1.0,0.38405,0.00015,0.622914093159,YES,38621.5276923,73.1812133288
SW,3.0,221.0,260.585645247,32.1055001389,1.2376655693e+18,260.585444631,32.105837514,23.22975,0.7432916,20.64555,0.04016634,19.35195,0.01834854,18.8509,0.01729295,18.43508,0.04241473,0.180086,0.013777,,,,,,c260p61+32p13,0.0,0.2242,0.00016,0.463656796418,NO,-371.862143076,78.059960884
SW,3.0,236.0,260.58689529,32.1037501389,1.2376655693e+18,260.587129474,32.1037580698,21.76777,0.1891928,20.62094,0.03434123,20.04121,0.02716238,19.77443,0.06647318,19.72156,0.1107035,0.148482,0.11054,,,,,,c260p61+32p13,1.0,0.18514,8e-05,0.407051026672,YES,-9900.05611848,39.029980442
