tile,dither,fiber,fiber_ra,fiber_dec,objI,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjI,Spec_ra,Spec_dec,Specz,Specz_err,cluster,Q,redshift,redshift_err,separation,interloper,LOSV
NW,2.0,165.0,203.803080425,41.0072223611,1.23766230672e+18,203.803036231,41.0069907338,22.00677,0.2090524,20.05847,0.0197541,18.74467,0.01067099,18.26933,0.01055116,17.92937,0.03013645,0.203541,0.010653,,,,,,c203p83+41p0,0.0,0.23937,0.00012,0.325739586196,YES,3000.53230866
NW,2.0,171.0,203.818955423,41.0072779167,1.23766230672e+18,203.818476007,41.0070326701,22.2838,0.2111206,21.84541,0.06459428,21.68384,0.07849355,21.65893,0.1228957,21.36145,0.4317842,0.127452,0.071754,,,,,,c203p83+41p0,1.0,0.16166,0.00025,0.129485354415,YES,-15935.2668197
NW,2.0,173.0,203.824247094,41.0071668056,1.23766230672e+18,203.824632667,41.007545101,23.30442,0.4959226,20.93155,0.03304664,19.48759,0.01551982,18.97585,0.01494878,18.65716,0.04615471,0.245556,0.020031,,,,,,c203p83+41p0,0.0,0.1039,0.00022,0.0644608391731,YES,-30009.7972232
NW,2.0,220.0,203.795205688,41.0003056944,1.23766230672e+18,203.795381911,41.000853265,22.40564,0.3012109,20.5463,0.02849044,19.44894,0.01728865,18.91345,0.01689123,18.632,0.05622612,0.178976,0.017428,,,,,,c203p83+41p0,0.0,0.29939,0.00021,0.463657540474,YES,17625.7628283
NW,2.0,239.0,203.806955751,40.9986390278,1.23766230672e+18,203.806595167,40.9984954945,24.83506,0.838948,21.60462,0.05445462,20.24304,0.02587605,19.74837,0.02590863,19.48981,0.09137691,0.207437,0.015232,,,,,,c203p83+41p0,1.0,0.23159,0.00019,0.27465882423,YES,1104.75934226
NW,3.0,142.0,203.82024698,41.0101668056,1.23766230672e+18,203.82075528,41.0098755173,23.17127,0.4425662,20.87558,0.03112991,19.44079,0.01484342,18.95033,0.01457912,18.61501,0.04370179,0.237332,0.014064,,,,,,c203p83+41p0,0.0,0.22332,0.00016,0.169725002105,NO,-910.413206849
SE,1.0,27.0,203.858497439,40.9980834722,1.23766230672e+18,203.857903414,40.9977918141,21.8996,0.2588147,20.61056,0.03845178,19.35403,0.02033427,18.90769,0.02142588,18.50673,0.06598099,0.284503,0.050405,,,,,,c203p83+41p0,1.0,0.22952,0.00035,0.245248896914,NO,600.357023441
SE,1.0,46.0,203.831997573,40.9945556944,1.23766230672e+18,203.832415331,40.9949587399,22.09138,0.2873515,20.18013,0.02628428,18.73198,0.01257445,18.22315,0.01219082,17.897,0.03696806,0.240792,0.015516,,,,,,c203p83+41p0,0.0,0.22933,0.00022,0.0827468236101,NO,554.059226061
SE,1.0,86.0,203.8611227,40.9911945833,1.23766230672e+18,203.860443534,40.9911946398,22.66607,0.3488546,21.35824,0.05083814,20.5876,0.03910308,20.57172,0.06098407,20.17719,0.2004127,0.187818,0.112874,,,,,,c203p83+41p0,1.0,0.22554,0.00023,0.293324897227,NO,-369.459995358
SE,1.0,123.0,203.843872895,40.9860556944,1.23766230672e+18,203.844117963,40.9863953043,21.46397,0.19597,19.5726,0.01845718,18.17388,0.009389889,17.65083,0.009051489,17.25031,0.02496257,0.226163,0.014628,,,,,,c203p83+41p0,0.0,0.23068,0.00021,0.221659392251,NO,883.017260076
SE,1.0,129.0,203.859831229,40.9860556944,1.23766230672e+18,203.859395481,40.985696207,22.96738,0.3964278,20.85168,0.03169057,19.42073,0.01518455,18.89645,0.0146051,18.5235,0.04294274,0.231577,0.036107,,,,,,c203p83+41p0,0.0,0.12818,0.00022,0.204411153217,YES,-24093.4260633
SE,2.0,164.0,203.836081449,40.9802501389,1.23766230672e+18,203.83583591,40.9801809702,21.76798,0.1786283,20.87581,0.03711557,20.0183,0.02718936,19.69044,0.03231897,19.16082,0.08961336,0.339092,0.037245,,,,,,c203p83+41p0,0.0,0.29375,0.00011,0.332493776061,YES,16251.449264
SE,3.0,157.0,203.857164735,40.9815001389,1.23766230672e+18,203.857737528,40.9815190039,20.065,0.05759837,18.94585,0.01089679,18.31182,0.009449583,17.94941,0.01029177,17.75307,0.03482996,0.131227,0.02587,,,,,,c203p83+41p0,0.0,0.17007,6e-05,0.279041904773,YES,-13885.9801041
SE,3.0,171.0,203.855914801,40.9797501389,1.23766230672e+18,203.855551949,40.9802447228,23.75419,0.7081649,20.91185,0.03345217,19.49041,0.0158683,18.94034,0.01498678,18.66898,0.04797856,0.260642,0.053501,,,,,,c203p83+41p0,0.0,0.23995,0.00026,0.363687259197,YES,3141.86242698
SE,3.0,198.0,203.850623266,40.9762779167,1.23766230672e+18,203.850797018,40.9764543112,25.80469,0.6390473,21.81744,0.07681309,20.82553,0.05836676,20.33249,0.05310741,19.93072,0.1644407,0.241372,0.149333,,,,,,c203p83+41p0,1.0,0.11766,0.00018,0.21339998727,YES,-26656.8620024
SW,1.0,41.0,203.821455838,40.9963334722,1.23766230672e+18,203.82206463,40.99650149,23.32212,0.4784255,21.2529,0.04071494,19.8677,0.01963967,19.46308,0.02064252,19.05513,0.06119702,0.209278,0.013096,,,,,,c203p83+41p0,0.0,0.22306,0.00022,0.128646916139,NO,-973.768087474
SW,1.0,114.0,203.822831165,40.9877223611,1.23766230672e+18,203.823038158,40.9876535288,21.99504,0.736333,21.85929,0.2848833,20.60407,0.1438795,26.13721,1.422815,22.57422,4.385622,0.14323,0.071398,,,,,,c203p83+41p0,1.0,0.24927,0.00032,0.220924685955,YES,5412.89122477
SW,1.0,224.0,203.806998356,40.9739168056,1.23766230672e+18,203.807123648,40.9736812817,22.13616,0.2958258,20.57229,0.03672962,20.02519,0.0419121,19.99091,0.05144538,20.90674,0.51201,0.28397,0.146663,,,,,,c203p83+41p0,0.0,0.12759,0.00026,0.27947973751,YES,-24237.1929078
SW,1.0,227.0,203.815040021,40.9739445833,1.23766230672e+18,203.814622096,40.974239934,23.93951,0.9994741,20.684,0.03391698,19.27466,0.01620182,18.75763,0.01602108,18.33847,0.04640819,0.243349,0.033878,,,,,,c203p83+41p0,0.0,0.2328,0.00017,0.407747676443,NO,1399.60320979
SW,1.0,245.0,203.82420675,40.9723056944,1.23766230672e+18,203.824300323,40.9719506173,22.77369,0.3830208,20.72714,0.03163863,19.29258,0.01512677,18.76825,0.01471154,18.4325,0.04481396,0.236787,0.010151,,,,,,c203p83+41p0,1.0,0.22114,0.00028,0.386058873827,YES,-1441.61951363
SW,1.0,246.0,203.826915082,40.9723334722,1.23766230672e+18,203.827207976,40.9723421733,23.40605,0.6072802,21.90985,0.08288869,21.30836,0.07039584,20.75353,0.07370179,22.89725,1.081702,0.257543,0.152625,,,,,,c203p83+41p0,1.0,0.197,0.00024,0.343244743128,YES,-7323.87650704
SW,2.0,24.0,203.813497459,40.9975556944,1.23766230672e+18,203.813678193,40.9976466738,23.30311,0.6137353,21.80447,0.07802234,21.28896,0.07258649,20.93368,0.08579675,20.94981,0.4052094,0.093722,0.038838,,,,,,c203p83+41p0,1.0,0.22254,0.0002,0.200428300257,NO,-1100.47784872
SW,2.0,29.0,203.826789126,40.9975279167,1.23766230672e+18,203.826629761,40.9972396415,22.35106,0.535363,19.71623,0.02504246,18.1653,0.01106814,17.57146,0.01025808,17.16976,0.02920268,0.295318,0.043499,1.64834555302e+18,203.8266,40.997259,0.241427,3.385718e-05,c203p83+41p0,0.0,0.24054,9e-05,0.0906944113382,YES,3285.62927147
SW,2.0,39.0,203.814955856,40.99586125,1.23766230672e+18,203.814746768,40.9955178244,22.79472,0.5102419,20.06825,0.02371259,18.72575,0.01225395,18.29127,0.0126377,17.91288,0.03705173,0.197994,0.014165,,,,,,c203p83+41p0,0.0,0.22629,0.00022,0.201168208267,NO,-186.705532016
SW,2.0,53.0,203.813664258,40.9940556944,1.23766230672e+18,203.813380117,40.9941394755,22.79868,0.4410726,20.15983,0.02305493,18.73438,0.01140737,18.25765,0.01132074,17.90435,0.03267564,0.221895,0.013267,,,,,,c203p83+41p0,0.0,0.24117,0.00012,0.231449573728,YES,3439.14302068
SW,2.0,59.0,203.791080989,40.99236125,1.23766230672e+18,203.791074862,40.9924506438,21.31622,0.1135179,20.54685,0.02639704,19.83123,0.0212891,19.61586,0.02653118,19.34665,0.0926269,0.280021,0.041229,,,,,,c203p83+41p0,1.0,0.23337,0.00022,0.446175567915,NO,1538.49660193
SW,2.0,65.0,203.806997657,40.9923334722,1.23766230672e+18,203.807190198,40.9922066837,25.89434,0.4776573,21.89338,0.07187994,20.57964,0.03525526,20.20701,0.03924827,19.74186,0.1181,0.273432,0.053932,,,,,,c203p83+41p0,0.0,0.31564,0.00032,0.364341866833,YES,21585.4428674
SW,2.0,86.0,203.824206055,40.9906390278,1.23766230672e+18,203.823905586,40.9903479468,22.88812,0.3999276,20.90788,0.03421905,19.70572,0.01883869,19.31064,0.02032576,19.094,0.07283064,0.257936,0.026036,,,,,,c203p83+41p0,0.0,0.22357,0.00016,0.169643358987,NO,-849.495052401
SW,2.0,90.0,203.796414453,40.9889168056,1.23766230672e+18,203.796244545,40.9888330303,24.16849,0.6796396,21.80074,0.05609811,20.41188,0.0259593,19.94985,0.02664283,19.8131,0.1030912,0.285273,0.037165,,,,,,c203p83+41p0,0.0,0.23542,0.0002,0.415558841019,NO,2038.02546839
SW,3.0,26.0,203.820205813,40.9970001389,1.23766230672e+18,203.819849973,40.9968117962,20.85656,0.151818,19.10165,0.01587154,17.9421,0.009522136,17.49758,0.009781753,17.21211,0.03082489,0.192932,0.016882,,,,,,c203p83+41p0,0.0,0.22501,7e-05,0.14749807535,NO,-498.606482786
SW,3.0,37.0,203.810955879,40.9952779167,1.23766230672e+18,203.810429257,40.9954171135,22.73631,0.3316861,20.90106,0.03276386,19.788,0.01930334,19.4486,0.02154198,19.17183,0.07286116,0.205581,0.025365,,,,,,c203p83+41p0,0.0,0.24276,0.00022,0.25482400627,YES,3826.58248296
SW,3.0,65.0,203.808331011,40.9917779167,1.23766230672e+18,203.808101133,40.9912699607,21.44015,0.1820879,19.85515,0.02207286,18.60456,0.01218316,18.17415,0.01264965,17.82764,0.03852757,0.215769,0.033512,,,,,,c203p83+41p0,0.0,0.2362,0.00012,0.293203240081,YES,2228.09011027
SW,3.0,73.0,203.791122742,40.9900834722,1.23766230672e+18,203.791677567,40.9898412112,23.6261,0.5385977,20.8194,0.02719796,19.5183,0.01441407,19.02039,0.0141291,18.73414,0.04331937,0.224002,0.044663,,,,,,c203p83+41p0,0.0,0.23066,0.00015,0.446850116426,NO,878.14380772
