,tile,dither,fiber,fiber_ra,fiber_dec,objID,ra,dec,u,Err_u,g,Err_g,r,Err_r,i,Err_i,z,Err_z,Photoz,Photoz_err,specObjID,Spec_ra,Spec_dec,Specz,Specz_err
57,SW,D2,59.0,203.79108098900002,40.99236125,1.237662306722448e+18,203.79107486210702,40.9924506437553,21.31622,0.11351789999999999,20.54685,0.02639704,19.831229999999998,0.0212891,19.61586,0.02653118,19.34665,0.09262689999999998,0.280021,0.041229,,,,,
58,SW,D2,65.0,203.806997657,40.992333472199995,1.237662306722448e+18,203.807190197894,40.9922066837289,25.89434,0.4776573,21.89338,0.07187994,20.579639999999998,0.03525526,20.20701,0.03924827,19.74186,0.1181,0.273432,0.05393200000000001,,,,,
59,SW,D2,86.0,203.824206055,40.9906390278,1.2376623067224476e+18,203.82390558573601,40.9903479467566,22.88812,0.3999276,20.90788,0.03421905,19.70572,0.01883869,19.31064,0.02032576,19.094,0.07283064,0.257936,0.026036,,,,,
60,SW,D2,90.0,203.79641445299998,40.9889168056,1.2376623067224486e+18,203.796244545388,40.9888330302614,24.16849,0.6796396,21.80074,0.05609811,20.41188,0.0259593,19.94985,0.02664283,19.8131,0.10309120000000001,0.285273,0.037165,,,,,
61,SW,D2,181.0,203.807039844,40.97861125,1.2376623067224486e+18,203.806966924198,40.9791324502066,23.2195,0.5542999,21.014120000000002,0.04022383,19.80723,0.02207131,19.29167,0.02187384,19.09003,0.07971179,0.174689,0.01696,,,,,
62,SW,D3,26.0,203.820205813,40.9970001389,1.2376623067224476e+18,203.81984997273602,40.9968117961875,20.85656,0.151818,19.10165,0.01587154,17.9421,0.009522136,17.49758,0.009781753,17.21211,0.03082489,0.192932,0.016881999999999998,,,,,
63,SW,D3,37.0,203.810955879,40.9952779167,1.237662306722448e+18,203.810429257337,40.9954171134849,22.73631,0.3316861,20.90106,0.03276386,19.788,0.01930334,19.4486,0.02154198,19.17183,0.07286116,0.20558099999999999,0.025365000000000002,,,,,
64,SW,D3,65.0,203.80833101099998,40.9917779167,1.237662306722448e+18,203.80810113330898,40.99126996068121,21.44015,0.1820879,19.85515,0.02207286,18.60456,0.01218316,18.17415,0.01264965,17.82764,0.03852757,0.21576900000000002,0.033512,,,,,
65,SW,D3,73.0,203.791122742,40.9900834722,1.2376623067224476e+18,203.79167756729302,40.9898412111696,23.6261,0.5385977,20.8194,0.02719796,19.5183,0.01441407,19.02039,0.0141291,18.73414,0.04331937,0.224002,0.044663,,,,,
66,SW,D3,92.0,203.803039475,40.9883334722,1.2376623067224486e+18,203.803144627573,40.98801916126661,24.96032,1.104017,21.04649,0.04413319,19.66326,0.02112927,19.20557,0.02187142,18.8533,0.06994097,0.22985,0.031068000000000002,,,,,
67,SW,D3,179.0,203.80308153299998,40.9780279167,1.2376623067224486e+18,203.802774171805,40.9782038866733,22.33812,0.28531609999999996,21.95048,0.09118955,21.10045,0.0648875,20.820429999999998,0.08125314,20.58861,0.31049770000000004,0.374946,0.101111,,,,,
68,,,,,,1.2376623067224476e+18,,,24.4075,0.7909217,20.87501,0.02991398,19.42243,0.01412773,18.89697,0.0134089,18.56687,0.03978982,0.24313,0.0206,,,,,
69,,,,,,1.2376623067224476e+18,,,21.70275,0.25454740000000003,19.69797,0.02128521,18.25601,0.01026037,17.75233,0.01001782,17.41205,0.02989566,0.236031,0.013572,,,,,
